"fixloc" "fixdur" "fixnr" "id"
1 418 3 "45_98"
2 220 4 "45_98"
2 219 1 "45_99"
1 837 2 "45_99"
2 857 3 "45_99"
2 437 1 "45_100"
1 499 2 "45_100"
2 120 3 "45_100"
2 495 1 "46_1"
1 717 2 "46_1"
1 21 1 "46_2"
2 519 2 "46_2"
2 284 1 "46_3"
1 552 2 "46_3"
2 75 3 "46_3"
1 596 4 "46_3"
2 415 5 "46_3"
2 142 1 "46_4"
1 53 2 "46_4"
2 24 3 "46_4"
1 614 4 "46_4"
2 142 1 "46_5"
1 337 2 "46_5"
2 562 3 "46_5"
1 99 4 "46_5"
1 218 1 "46_6"
2 743 2 "46_6"
1 595 3 "46_6"
2 335 1 "46_7"
1 757 2 "46_7"
2 637 3 "46_7"
1 599 4 "46_7"
2 161 5 "46_7"
2 477 1 "46_8"
1 502 2 "46_8"
2 656 3 "46_8"
1 722 4 "46_8"
2 1353 5 "46_8"
1 691 1 "46_9"
2 1815 2 "46_9"
2 471 1 "46_10"
1 362 2 "46_10"
2 478 3 "46_10"
1 399 4 "46_10"
2 438 1 "46_11"
1 458 2 "46_11"
2 678 3 "46_11"
1 538 4 "46_11"
2 1216 5 "46_11"
1 758 6 "46_11"
2 311 1 "46_12"
1 700 2 "46_12"
1 672 1 "46_13"
2 740 2 "46_13"
1 399 3 "46_13"
2 638 4 "46_13"
1 538 5 "46_13"
2 957 6 "46_13"
1 161 7 "46_13"
1 159 1 "46_14"
2 597 2 "46_14"
1 160 3 "46_14"
2 339 4 "46_14"
2 358 1 "46_15"
1 837 2 "46_15"
1 378 1 "46_16"
2 538 2 "46_16"
1 797 3 "46_16"
2 159 4 "46_16"
1 213 5 "46_16"
2 297 1 "46_17"
1 700 2 "46_17"
2 310 3 "46_17"
1 326 4 "46_17"
2 57 1 "46_18"
1 2444 2 "46_18"
1 234 1 "46_19"
2 497 2 "46_19"
1 758 3 "46_19"
2 599 4 "46_19"
1 196 1 "46_20"
2 397 2 "46_20"
1 399 3 "46_20"
2 597 4 "46_20"
1 222 5 "46_20"
2 532 1 "46_21"
1 279 2 "46_21"
2 197 3 "46_21"
2 794 1 "46_22"
1 780 2 "46_22"
2 876 3 "46_22"
2 358 1 "46_23"
1 538 2 "46_23"
2 996 3 "46_23"
1 143 1 "46_24"
2 398 2 "46_24"
1 637 3 "46_24"
2 858 4 "46_24"
1 76 1 "46_25"
2 458 2 "46_25"
1 598 3 "46_25"
2 738 4 "46_25"
1 1515 5 "46_25"
2 239 6 "46_25"
1 239 7 "46_25"
1 355 1 "46_26"
2 538 2 "46_26"
1 657 3 "46_26"
2 1116 4 "46_26"
1 1016 5 "46_26"
1 258 1 "46_27"
2 714 2 "46_27"
1 238 1 "46_28"
2 541 2 "46_28"
1 876 3 "46_28"
2 681 4 "46_28"
1 319 1 "46_29"
2 1196 2 "46_29"
1 1614 3 "46_29"
2 1914 4 "46_29"
2 654 1 "46_30"
1 522 2 "46_30"
2 515 3 "46_30"
1 459 4 "46_30"
2 658 5 "46_30"
1 798 6 "46_30"
2 318 1 "46_31"
1 518 2 "46_31"
2 2293 3 "46_31"
1 717 4 "46_31"
2 231 1 "46_32"
1 717 2 "46_32"
2 598 3 "46_32"
1 2673 4 "46_32"
2 376 1 "46_33"
1 598 2 "46_33"
2 399 3 "46_33"
1 1136 4 "46_33"
2 1474 5 "46_33"
1 954 6 "46_33"
1 239 1 "46_34"
2 557 2 "46_34"
1 1376 3 "46_34"
1 178 1 "46_35"
2 615 2 "46_35"
1 677 3 "46_35"
2 359 4 "46_35"
1 122 5 "46_35"
1 732 1 "46_36"
2 498 2 "46_36"
1 618 3 "46_36"
1 378 1 "46_37"
2 1375 2 "46_37"
1 1115 3 "46_37"
2 957 4 "46_37"
1 1616 5 "46_37"
2 277 1 "46_38"
1 897 2 "46_38"
1 373 1 "46_39"
2 1275 2 "46_39"
1 460 3 "46_39"
2 917 4 "46_39"
1 80 5 "46_39"
2 395 1 "46_40"
1 218 2 "46_40"
2 318 3 "46_40"
1 280 1 "46_41"
2 478 2 "46_41"
1 299 3 "46_41"
1 240 1 "46_42"
2 960 2 "46_42"
1 377 1 "46_43"
2 617 2 "46_43"
1 598 3 "46_43"
2 519 4 "46_43"
1 164 1 "46_44"
2 355 2 "46_44"
1 515 3 "46_44"
2 778 4 "46_44"
1 256 1 "46_45"
2 538 2 "46_45"
1 399 3 "46_45"
2 1157 4 "46_45"
1 677 5 "46_45"
2 1080 6 "46_45"
2 287 1 "46_46"
1 431 2 "46_46"
2 819 3 "46_46"
1 1258 4 "46_46"
2 277 1 "46_47"
1 538 2 "46_47"
2 277 3 "46_47"
1 422 4 "46_47"
2 318 1 "46_48"
1 557 2 "46_48"
1 617 1 "46_49"
2 817 2 "46_49"
1 778 3 "46_49"
1 251 1 "46_50"
2 517 2 "46_50"
1 1017 3 "46_50"
2 319 1 "46_51"
1 498 2 "46_51"
2 598 3 "46_51"
1 478 4 "46_51"
2 160 5 "46_51"
1 419 6 "46_51"
2 900 7 "46_51"
1 399 8 "46_51"
2 479 9 "46_51"
1 417 1 "46_52"
2 438 2 "46_52"
1 298 3 "46_52"
1 376 1 "46_53"
2 339 2 "46_53"
2 419 1 "46_55"
1 877 2 "46_55"
2 175 1 "46_56"
1 517 2 "46_56"
2 498 1 "46_57"
2 360 1 "46_58"
1 756 2 "46_58"
2 577 3 "46_58"
1 258 4 "46_58"
2 358 5 "46_58"
1 702 6 "46_58"
2 316 1 "46_59"
1 398 2 "46_59"
2 578 3 "46_59"
2 452 1 "46_60"
1 1076 2 "46_60"
2 117 1 "46_61"
1 897 2 "46_61"
2 494 1 "46_62"
1 378 2 "46_62"
2 864 3 "46_62"
2 317 1 "46_63"
1 558 2 "46_63"
2 1056 3 "46_63"
1 1219 4 "46_63"
2 1627 1 "46_64"
2 158 1 "46_65"
1 1057 2 "46_65"
2 708 1 "46_66"
1 359 2 "46_66"
2 1179 3 "46_66"
1 636 4 "46_66"
2 916 5 "46_66"
1 423 6 "46_66"
2 838 7 "46_66"
1 643 8 "46_66"
2 472 1 "46_67"
1 459 2 "46_67"
2 458 3 "46_67"
1 313 1 "46_68"
2 526 2 "46_68"
1 397 3 "46_68"
2 458 1 "46_69"
1 418 2 "46_69"
2 657 3 "46_69"
1 518 4 "46_69"
2 580 5 "46_69"
1 1111 6 "46_69"
1 273 1 "46_70"
2 983 2 "46_70"
1 598 3 "46_70"
2 671 1 "46_71"
1 258 2 "46_71"
2 957 3 "46_71"
1 195 1 "46_72"
2 258 2 "46_72"
1 618 3 "46_72"
1 273 1 "46_73"
2 279 2 "46_73"
1 237 3 "46_73"
2 352 1 "46_74"
1 415 2 "46_74"
2 499 3 "46_74"
2 219 1 "46_75"
1 379 2 "46_75"
2 517 3 "46_75"
1 296 1 "46_76"
2 537 2 "46_76"
1 623 3 "46_76"
2 1870 4 "46_76"
1 1054 5 "46_76"
2 1313 6 "46_76"
1 692 7 "46_76"
2 656 8 "46_76"
2 116 1 "46_77"
1 573 2 "46_77"
2 1218 3 "46_77"
1 433 1 "46_78"
2 299 2 "46_78"
1 460 3 "46_78"
1 373 1 "46_79"
1 641 1 "46_80"
2 120 2 "46_80"
1 234 1 "46_81"
2 437 2 "46_81"
1 142 3 "46_81"
1 222 1 "46_82"
2 294 2 "46_82"
1 461 3 "46_82"
2 655 4 "46_82"
1 575 5 "46_82"
1 219 1 "46_83"
2 1915 2 "46_83"
2 477 1 "46_84"
1 458 2 "46_84"
2 538 3 "46_84"
1 497 1 "46_85"
2 458 2 "46_85"
1 757 3 "46_85"
2 1244 4 "46_85"
1 574 5 "46_85"
2 479 6 "46_85"
2 219 1 "46_87"
1 1138 2 "46_87"
2 477 1 "46_88"
1 301 2 "46_88"
2 64 3 "46_88"
1 217 1 "46_89"
2 658 2 "46_89"
1 655 3 "46_89"
2 718 4 "46_89"
1 177 1 "46_90"
2 472 2 "46_90"
1 518 3 "46_90"
2 517 4 "46_90"
2 281 1 "46_91"
1 523 2 "46_91"
2 356 1 "46_92"
1 521 2 "46_92"
2 322 1 "46_93"
1 833 2 "46_93"
2 342 1 "46_94"
1 439 2 "46_94"
2 258 1 "46_95"
1 424 2 "46_95"
2 137 1 "46_96"
1 780 2 "46_96"
2 40 3 "46_96"
1 195 1 "46_97"
2 641 2 "46_97"
1 578 1 "46_98"
2 359 2 "46_98"
1 180 3 "46_98"
1 274 1 "46_99"
2 856 2 "46_99"
1 601 3 "46_99"
1 335 1 "46_100"
2 558 2 "46_100"
1 400 3 "46_100"
2 398 4 "46_100"
1 438 1 "47_1"
2 817 2 "47_1"
1 798 3 "47_1"
2 399 4 "47_1"
1 1295 5 "47_1"
2 796 6 "47_1"
1 140 7 "47_1"
2 418 1 "47_2"
1 617 2 "47_2"
2 619 3 "47_2"
1 319 4 "47_2"
2 100 5 "47_2"
1 458 1 "47_3"
2 1116 2 "47_3"
1 419 3 "47_3"
2 478 1 "47_4"
1 897 2 "47_4"
2 279 3 "47_4"
1 917 1 "47_5"
2 538 2 "47_5"
1 1136 3 "47_5"
2 219 4 "47_5"
2 120 1 "47_6"
1 260 2 "47_6"
2 597 3 "47_6"
1 1455 4 "47_6"
2 379 1 "47_7"
1 458 2 "47_7"
2 199 3 "47_7"
2 300 1 "47_8"
1 319 2 "47_8"
2 220 3 "47_8"
1 398 1 "47_9"
2 897 2 "47_9"
1 857 3 "47_9"
2 319 1 "47_10"
1 478 2 "47_10"
2 1056 3 "47_10"
1 419 4 "47_10"
1 300 1 "47_11"
2 797 2 "47_11"
1 259 3 "47_11"
2 60 4 "47_11"
1 319 1 "47_12"
2 1315 2 "47_12"
1 100 3 "47_12"
1 557 1 "47_13"
2 518 2 "47_13"
1 179 3 "47_13"
1 378 1 "47_14"
2 718 2 "47_14"
1 458 1 "47_15"
2 718 2 "47_15"
1 100 3 "47_15"
1 399 1 "47_16"
2 617 2 "47_16"
1 598 3 "47_16"
1 578 1 "47_17"
2 498 2 "47_17"
1 1315 3 "47_17"
2 279 1 "47_18"
1 480 2 "47_18"
2 319 1 "47_19"
1 459 2 "47_19"
2 698 3 "47_19"
2 318 1 "47_20"
1 518 2 "47_20"
2 279 3 "47_20"
2 817 1 "47_21"
1 41 2 "47_21"
2 299 1 "47_22"
1 538 2 "47_22"
2 299 1 "47_23"
1 438 2 "47_23"
2 678 3 "47_23"
2 319 1 "47_24"
1 558 2 "47_24"
2 259 3 "47_24"
2 319 1 "47_25"
1 677 2 "47_25"
2 477 3 "47_25"
2 339 1 "47_26"
1 498 2 "47_26"
2 379 1 "47_27"
1 239 2 "47_27"
1 337 1 "47_28"
2 259 2 "47_28"
1 358 1 "47_29"
2 638 2 "47_29"
2 338 1 "47_30"
1 318 2 "47_30"
2 101 3 "47_30"
2 480 1 "47_31"
1 479 2 "47_31"
2 1176 3 "47_31"
1 40 4 "47_31"
2 379 1 "47_32"
1 717 2 "47_32"
2 1616 3 "47_32"
1 339 1 "47_33"
2 956 2 "47_33"
2 219 1 "47_34"
1 776 2 "47_34"
2 1017 3 "47_34"
1 818 4 "47_34"
2 879 5 "47_34"
2 439 1 "47_35"
1 477 2 "47_35"
2 857 3 "47_35"
1 797 4 "47_35"
2 240 5 "47_35"
2 240 1 "47_36"
1 199 2 "47_36"
2 658 3 "47_36"
1 717 4 "47_36"
2 838 5 "47_36"
1 39 6 "47_36"
2 298 1 "47_37"
1 977 2 "47_37"
2 239 3 "47_37"
1 1037 4 "47_37"
2 338 1 "47_38"
1 658 2 "47_38"
2 817 3 "47_38"
1 817 4 "47_38"
2 499 5 "47_38"
2 279 1 "47_39"
1 359 2 "47_39"
2 398 3 "47_39"
2 379 1 "47_40"
1 2133 2 "47_40"
2 359 3 "47_40"
1 299 4 "47_40"
2 279 5 "47_40"
2 339 1 "47_41"
1 458 2 "47_41"
2 40 3 "47_41"
2 239 1 "47_42"
1 458 2 "47_42"
2 360 3 "47_42"
2 359 1 "47_43"
1 518 2 "47_43"
2 599 3 "47_43"
2 219 1 "47_44"
1 518 2 "47_44"
2 319 3 "47_44"
1 618 1 "47_45"
2 338 2 "47_45"
2 338 1 "47_46"
1 479 2 "47_46"
2 399 1 "47_47"
1 598 2 "47_47"
2 379 3 "47_47"
2 339 1 "47_48"
1 419 2 "47_48"
2 458 3 "47_48"
2 419 1 "47_49"
1 239 2 "47_49"
1 318 1 "47_50"
2 160 2 "47_50"
2 359 1 "47_51"
1 478 2 "47_51"
2 99 3 "47_51"
1 219 1 "47_52"
2 498 2 "47_52"
1 798 3 "47_52"
2 179 4 "47_52"
2 240 1 "47_53"
1 480 2 "47_53"
1 220 1 "47_54"
2 398 2 "47_54"
1 738 3 "47_54"
2 220 4 "47_54"
1 20 5 "47_54"
2 339 1 "47_55"
1 537 2 "47_55"
2 259 1 "47_56"
1 737 2 "47_56"
2 917 3 "47_56"
1 338 1 "47_57"
2 897 2 "47_57"
1 459 3 "47_57"
2 259 4 "47_57"
1 379 5 "47_57"
1 300 1 "47_58"
2 259 2 "47_58"
2 159 1 "47_59"
1 338 2 "47_59"
2 160 3 "47_59"
2 996 1 "47_60"
1 897 2 "47_60"
2 797 3 "47_60"
1 578 4 "47_60"
2 259 1 "47_61"
1 477 2 "47_61"
2 219 3 "47_61"
2 339 1 "47_62"
1 458 2 "47_62"
1 219 1 "47_63"
2 358 2 "47_63"
1 319 3 "47_63"
2 339 1 "47_64"
1 179 2 "47_64"
2 259 1 "47_65"
1 378 2 "47_65"
2 937 3 "47_65"
1 240 4 "47_65"
2 59 5 "47_65"
2 338 1 "47_66"
1 400 2 "47_66"
1 299 1 "47_67"
2 598 2 "47_67"
1 778 3 "47_67"
2 80 4 "47_67"
2 318 1 "47_68"
1 438 2 "47_68"
2 239 1 "47_69"
1 398 2 "47_69"
2 518 3 "47_69"
1 540 4 "47_69"
1 378 1 "47_70"
2 618 2 "47_70"
1 957 3 "47_70"
2 219 1 "47_71"
1 199 2 "47_71"
2 618 3 "47_71"
1 917 4 "47_71"
2 997 5 "47_71"
2 478 1 "47_72"
1 1415 2 "47_72"
1 180 1 "47_73"
2 279 2 "47_73"
1 578 3 "47_73"
2 538 4 "47_73"
1 2093 5 "47_73"
2 399 1 "47_74"
1 677 2 "47_74"
2 339 3 "47_74"
1 379 1 "47_75"
2 519 2 "47_75"
2 299 1 "47_76"
1 459 2 "47_76"
2 539 3 "47_76"
1 717 4 "47_76"
2 498 5 "47_76"
2 240 1 "47_77"
1 418 2 "47_77"
2 340 3 "47_77"
2 258 1 "47_78"
1 518 2 "47_78"
2 160 3 "47_78"
2 240 1 "47_79"
1 837 2 "47_79"
2 1476 3 "47_79"
1 219 1 "47_80"
2 1257 2 "47_80"
1 518 3 "47_80"
2 419 4 "47_80"
1 538 5 "47_80"
2 718 6 "47_80"
1 358 7 "47_80"
2 20 1 "47_81"
1 419 2 "47_81"
2 458 3 "47_81"
1 119 4 "47_81"
2 219 1 "47_82"
1 498 2 "47_82"
1 279 1 "47_83"
2 660 2 "47_83"
1 20 3 "47_83"
2 479 1 "47_84"
1 99 2 "47_84"
2 179 1 "47_85"
1 419 2 "47_85"
2 119 3 "47_85"
2 379 1 "47_86"
1 876 2 "47_86"
2 240 3 "47_86"
2 219 1 "47_87"
1 279 2 "47_87"
2 100 3 "47_87"
1 199 1 "47_88"
2 717 2 "47_88"
1 796 3 "47_88"
2 140 4 "47_88"
2 279 1 "47_89"
1 398 2 "47_89"
2 937 3 "47_89"
1 560 4 "47_89"
2 179 1 "47_90"
1 378 2 "47_90"
2 577 3 "47_90"
1 997 4 "47_90"
2 161 5 "47_90"
2 258 1 "47_91"
1 399 2 "47_91"
1 200 1 "47_92"
2 239 2 "47_92"
2 199 1 "47_93"
1 480 2 "47_93"
2 279 1 "47_94"
1 518 2 "47_94"
2 598 3 "47_94"
1 220 4 "47_94"
2 879 5 "47_94"
2 318 1 "47_95"
1 259 2 "47_95"
1 319 1 "47_96"
2 139 2 "47_96"
1 379 1 "47_97"
2 59 2 "47_97"
2 239 1 "47_98"
1 279 2 "47_98"
2 159 3 "47_98"
2 359 1 "47_99"
1 439 2 "47_99"
1 259 1 "47_100"
2 936 2 "47_100"
1 817 3 "47_100"
2 279 4 "47_100"
2 438 1 "48_1"
1 502 2 "48_1"
2 614 3 "48_1"
1 259 4 "48_1"
1 358 1 "48_2"
2 2373 2 "48_2"
1 278 1 "48_3"
2 439 2 "48_3"
1 442 3 "48_3"
2 797 4 "48_3"
1 355 5 "48_3"
1 219 1 "48_4"
2 656 2 "48_4"
1 460 3 "48_4"
2 977 4 "48_4"
1 478 1 "48_5"
2 537 2 "48_5"
1 578 3 "48_5"
2 2532 4 "48_5"
1 239 5 "48_5"
1 537 1 "48_6"
2 419 2 "48_6"
1 1196 3 "48_6"
2 1295 4 "48_6"
1 756 1 "48_7"
2 1516 2 "48_7"
1 637 1 "48_8"
2 818 2 "48_8"
1 2711 3 "48_8"
2 3587 4 "48_8"
1 399 5 "48_8"
1 498 1 "48_9"
2 758 2 "48_9"
1 398 1 "48_10"
2 620 2 "48_10"
1 719 1 "48_11"
2 719 2 "48_11"
1 1401 3 "48_11"
2 55 4 "48_11"
1 700 1 "48_12"
2 1136 2 "48_12"
1 797 1 "48_13"
2 319 2 "48_13"
1 578 1 "48_14"
2 918 2 "48_14"
1 418 1 "48_15"
2 476 2 "48_15"
1 1978 3 "48_15"
2 1532 4 "48_15"
1 517 1 "48_16"
2 2113 2 "48_16"
1 715 3 "48_16"
2 2632 4 "48_16"
1 398 1 "48_17"
2 799 2 "48_17"
2 598 1 "48_18"
1 897 2 "48_18"
2 120 3 "48_18"
1 718 1 "48_19"
2 560 2 "48_19"
1 555 1 "48_20"
2 642 2 "48_20"
1 679 3 "48_20"
1 458 1 "48_21"
2 657 2 "48_21"
1 859 3 "48_21"
2 2272 4 "48_21"
1 439 1 "48_22"
2 1056 2 "48_22"
1 817 3 "48_22"
2 1774 4 "48_22"
1 856 1 "48_23"
2 617 2 "48_23"
1 461 3 "48_23"
1 438 1 "48_24"
2 719 2 "48_24"
2 418 1 "48_25"
1 658 2 "48_25"
2 738 3 "48_25"
1 39 4 "48_25"
2 496 1 "48_26"
1 459 2 "48_26"
2 219 3 "48_26"
2 536 1 "48_27"
1 1814 2 "48_27"
2 698 3 "48_27"
1 358 4 "48_27"
1 598 1 "48_28"
2 2631 2 "48_28"
1 279 3 "48_28"
1 657 1 "48_29"
2 1236 2 "48_29"
1 376 1 "48_30"
2 798 2 "48_30"
2 677 1 "48_31"
1 1436 2 "48_31"
2 319 3 "48_31"
1 376 1 "48_32"
2 1016 2 "48_32"
1 1138 3 "48_32"
2 2472 4 "48_32"
2 560 1 "48_33"
1 773 2 "48_33"
2 259 3 "48_33"
1 519 1 "48_34"
2 557 2 "48_34"
1 515 1 "48_35"
2 1198 2 "48_35"
1 618 3 "48_35"
2 718 4 "48_35"
2 278 1 "48_36"
1 538 2 "48_36"
2 1134 3 "48_36"
1 599 4 "48_36"
2 438 1 "48_37"
1 579 2 "48_37"
2 557 3 "48_37"
2 379 1 "48_38"
1 718 2 "48_38"
2 419 3 "48_38"
1 499 1 "48_39"
2 1232 2 "48_39"
1 319 3 "48_39"
1 338 1 "48_40"
2 558 2 "48_40"
1 914 3 "48_40"
2 3128 4 "48_40"
1 638 5 "48_40"
2 457 6 "48_40"
1 300 1 "48_41"
2 678 2 "48_41"
1 20 1 "48_42"
2 298 2 "48_42"
1 617 3 "48_42"
2 975 4 "48_42"
1 2471 5 "48_42"
2 20 6 "48_42"
1 338 1 "48_43"
2 480 2 "48_43"
1 616 3 "48_43"
2 1058 4 "48_43"
1 143 5 "48_43"
1 259 1 "48_44"
2 758 2 "48_44"
1 776 3 "48_44"
2 539 4 "48_44"
1 239 1 "48_45"
2 179 2 "48_45"
1 221 3 "48_45"
2 977 4 "48_45"
1 1157 5 "48_45"
2 2906 6 "48_45"
1 895 7 "48_45"
2 339 8 "48_45"
2 478 1 "48_46"
1 536 2 "48_46"
2 1873 3 "48_46"
2 320 1 "48_47"
1 756 2 "48_47"
2 1794 3 "48_47"
1 856 4 "48_47"
2 61 5 "48_47"
2 338 1 "48_48"
1 320 2 "48_48"
2 816 3 "48_48"
2 238 1 "48_49"
1 519 2 "48_49"
2 857 3 "48_49"
1 914 4 "48_49"
2 216 5 "48_49"
1 158 6 "48_49"
2 1097 7 "48_49"
2 395 1 "48_50"
1 538 2 "48_50"
1 558 1 "48_51"
2 655 2 "48_51"
1 299 3 "48_51"
2 80 4 "48_51"
1 296 1 "48_52"
2 1196 2 "48_52"
1 20 3 "48_52"
1 238 1 "48_53"
2 699 2 "48_53"
2 678 1 "48_54"
1 678 2 "48_54"
2 1594 1 "48_55"
1 678 2 "48_55"
2 697 3 "48_55"
2 658 1 "48_56"
1 658 2 "48_56"
2 658 3 "48_56"
1 455 1 "48_57"
2 538 2 "48_57"
1 419 1 "48_58"
2 1514 2 "48_58"
1 338 1 "48_59"
2 396 2 "48_59"
1 456 3 "48_59"
2 578 4 "48_59"
1 498 5 "48_59"
1 296 1 "48_60"
2 600 2 "48_60"
1 917 3 "48_60"
2 839 4 "48_60"
1 436 1 "48_61"
2 800 2 "48_61"
1 658 3 "48_61"
2 538 4 "48_61"
1 239 1 "48_62"
2 757 2 "48_62"
1 378 1 "48_63"
2 940 2 "48_63"
1 597 3 "48_63"
2 338 4 "48_63"
1 738 1 "48_64"
1 358 1 "48_65"
2 416 2 "48_65"
1 718 3 "48_65"
2 874 4 "48_65"
1 320 5 "48_65"
1 419 1 "48_66"
2 617 2 "48_66"
1 740 1 "48_67"
2 755 2 "48_67"
1 737 3 "48_67"
1 358 1 "48_68"
2 419 2 "48_68"
1 420 3 "48_68"
2 2828 4 "48_68"
1 61 5 "48_68"
1 279 1 "48_69"
2 1258 2 "48_69"
1 456 3 "48_69"
2 522 4 "48_69"
1 137 5 "48_69"
1 478 1 "48_70"
2 738 2 "48_70"
1 1095 1 "48_71"
2 876 2 "48_71"
1 459 3 "48_71"
2 1215 4 "48_71"
1 1375 5 "48_71"
1 359 1 "48_72"
2 1336 2 "48_72"
1 379 1 "48_73"
2 558 2 "48_73"
2 498 1 "48_74"
1 559 2 "48_74"
1 1037 1 "48_75"
2 1275 2 "48_75"
1 239 1 "48_76"
2 598 2 "48_76"
1 219 3 "48_76"
2 418 1 "48_77"
1 716 2 "48_77"
1 379 1 "48_78"
2 478 2 "48_78"
1 398 1 "48_79"
2 516 2 "48_79"
1 60 3 "48_79"
2 259 1 "48_80"
1 498 2 "48_80"
2 675 3 "48_80"
1 163 4 "48_80"
2 240 1 "48_81"
1 419 2 "48_81"
2 560 3 "48_81"
1 179 1 "48_82"
2 738 2 "48_82"
1 757 1 "48_83"
1 618 1 "48_84"
2 420 2 "48_84"
1 577 3 "48_84"
2 876 4 "48_84"
2 218 1 "48_85"
1 319 2 "48_85"
2 440 3 "48_85"
1 476 4 "48_85"
2 500 5 "48_85"
1 498 6 "48_85"
2 418 7 "48_85"
1 236 1 "48_86"
2 1132 2 "48_86"
1 542 3 "48_86"
2 537 4 "48_86"
1 378 1 "48_87"
2 1114 2 "48_87"
1 698 3 "48_87"
2 697 1 "48_88"
2 398 1 "48_89"
1 919 2 "48_89"
2 1296 3 "48_89"
2 655 1 "48_90"
1 640 2 "48_90"
2 419 3 "48_90"
1 2112 4 "48_90"
2 818 5 "48_90"
1 538 6 "48_90"
2 638 1 "48_91"
1 279 2 "48_91"
2 758 1 "48_92"
2 418 1 "48_93"
1 601 2 "48_93"
2 679 1 "48_94"
1 259 1 "48_95"
2 742 2 "48_95"
1 673 3 "48_95"
2 160 4 "48_95"
1 239 1 "48_96"
2 279 2 "48_96"
1 518 3 "48_96"
1 200 1 "48_97"
2 479 2 "48_97"
1 201 3 "48_97"
2 519 4 "48_97"
1 539 5 "48_97"
2 119 6 "48_97"
1 478 1 "48_98"
2 799 2 "48_98"
1 459 3 "48_98"
2 358 4 "48_98"
2 618 1 "48_99"
1 578 1 "48_100"
2 658 2 "48_100"
2 398 1 "49_1"
1 657 2 "49_1"
1 676 1 "49_2"
2 298 1 "49_3"
1 518 2 "49_3"
1 399 1 "49_4"
2 159 2 "49_4"
1 20 3 "49_4"
1 338 1 "49_5"
2 317 2 "49_5"
1 939 3 "49_5"
2 137 1 "49_6"
1 365 2 "49_6"
2 334 3 "49_6"
1 718 1 "49_7"
1 396 1 "49_8"
2 380 2 "49_8"
2 179 1 "49_9"
1 518 2 "49_9"
2 239 3 "49_9"
1 438 1 "49_10"
2 338 2 "49_10"
1 159 3 "49_10"
1 458 1 "49_11"
2 659 2 "49_11"
1 196 1 "49_12"
2 559 2 "49_12"
1 416 1 "49_13"
2 419 2 "49_13"
1 299 1 "49_14"
2 697 2 "49_14"
1 758 1 "49_15"
2 457 2 "49_15"
1 321 3 "49_15"
2 456 1 "49_16"
1 679 2 "49_16"
2 200 3 "49_16"
2 219 1 "49_17"
1 379 2 "49_17"
2 677 3 "49_17"
1 401 1 "49_18"
2 895 2 "49_18"
1 59 3 "49_18"
1 439 1 "49_19"
2 458 2 "49_19"
1 341 3 "49_19"
1 339 1 "49_20"
2 478 2 "49_20"
2 557 1 "49_21"
1 440 2 "49_21"
1 459 1 "49_22"
2 498 2 "49_22"
1 141 3 "49_22"
1 358 1 "49_23"
2 520 2 "49_23"
1 360 3 "49_23"
2 199 4 "49_23"
1 40 1 "49_24"
2 557 2 "49_24"
1 380 3 "49_24"
2 379 4 "49_24"
1 995 1 "49_25"
2 380 2 "49_25"
1 735 3 "49_25"
2 540 4 "49_25"
1 319 1 "49_26"
2 322 2 "49_26"
1 516 1 "49_27"
2 481 2 "49_27"
1 199 3 "49_27"
1 758 1 "49_28"
2 277 1 "49_29"
1 560 2 "49_29"
2 181 1 "49_30"
1 219 2 "49_30"
2 340 3 "49_30"
1 636 1 "49_31"
2 640 2 "49_31"
1 617 1 "49_32"
2 260 2 "49_32"
1 239 1 "49_33"
2 297 2 "49_33"
1 41 3 "49_33"
1 316 1 "49_34"
2 538 2 "49_34"
2 315 1 "49_35"
1 517 2 "49_35"
2 162 3 "49_35"
2 676 1 "49_36"
1 818 2 "49_36"
1 302 1 "49_37"
2 398 2 "49_37"
1 259 1 "49_38"
2 555 2 "49_38"
1 261 3 "49_38"
1 381 1 "49_39"
2 535 2 "49_39"
1 278 3 "49_39"
2 479 4 "49_39"
2 299 1 "49_40"
1 416 2 "49_40"
2 400 3 "49_40"
1 656 1 "49_41"
2 539 2 "49_41"
1 619 1 "49_42"
2 1237 2 "49_42"
1 420 1 "49_43"
2 318 2 "49_43"
1 259 3 "49_43"
1 337 1 "49_44"
2 339 2 "49_44"
1 500 3 "49_44"
2 476 1 "49_45"
1 180 2 "49_45"
1 283 1 "49_46"
2 516 2 "49_46"
1 577 1 "49_47"
2 437 2 "49_47"
1 456 1 "49_48"
2 418 2 "49_48"
1 122 3 "49_48"
2 217 1 "49_49"
1 717 2 "49_49"
2 519 3 "49_49"
1 379 1 "49_50"
2 600 2 "49_50"
2 239 1 "49_51"
1 401 2 "49_51"
2 554 3 "49_51"
1 420 1 "49_52"
2 77 2 "49_52"
2 156 1 "49_53"
1 218 2 "49_53"
2 298 3 "49_53"
2 355 1 "49_54"
1 498 2 "49_54"
2 296 1 "49_55"
1 336 2 "49_55"
2 1173 3 "49_55"
1 439 1 "49_56"
2 478 2 "49_56"
1 399 1 "49_57"
2 556 2 "49_57"
1 260 3 "49_57"
2 237 1 "49_58"
1 420 2 "49_58"
1 237 1 "49_59"
2 380 2 "49_59"
1 539 3 "49_59"
1 416 1 "49_60"
2 639 2 "49_60"
1 598 1 "49_61"
2 797 2 "49_61"
1 478 1 "49_62"
2 719 2 "49_62"
1 578 1 "49_63"
2 1216 2 "49_63"
