"fixloc" "fixdur" "fixnr" "id"
2 335 1 "22_70"
1 458 2 "22_70"
2 654 3 "22_70"
1 619 4 "22_70"
2 42 5 "22_70"
1 538 1 "22_71"
2 498 2 "22_71"
1 162 3 "22_71"
2 179 1 "22_72"
1 374 2 "22_72"
2 575 3 "22_72"
1 659 4 "22_72"
2 299 5 "22_72"
1 197 1 "22_73"
2 418 2 "22_73"
1 279 1 "22_74"
2 439 2 "22_74"
1 934 3 "22_74"
2 1335 4 "22_74"
1 339 5 "22_74"
1 216 1 "22_75"
2 538 2 "22_75"
1 1153 3 "22_75"
2 416 4 "22_75"
1 299 1 "22_76"
2 558 2 "22_76"
1 159 1 "22_77"
2 557 2 "22_77"
1 678 3 "22_77"
2 1134 4 "22_77"
1 496 5 "22_77"
2 122 6 "22_77"
1 180 1 "22_78"
2 557 2 "22_78"
1 199 1 "22_79"
2 678 2 "22_79"
1 559 3 "22_79"
2 837 4 "22_79"
1 297 5 "22_79"
2 319 6 "22_79"
2 304 1 "22_80"
1 615 2 "22_80"
2 700 3 "22_80"
1 658 4 "22_80"
2 318 1 "22_81"
1 898 2 "22_81"
2 1416 3 "22_81"
2 339 1 "22_82"
1 877 2 "22_82"
2 541 3 "22_82"
1 256 4 "22_82"
2 382 1 "22_83"
1 575 2 "22_83"
2 339 3 "22_83"
1 216 1 "22_84"
2 417 2 "22_84"
1 375 3 "22_84"
2 120 4 "22_84"
1 219 1 "22_85"
2 439 2 "22_85"
1 536 3 "22_85"
2 575 4 "22_85"
1 199 1 "22_86"
2 938 2 "22_86"
1 558 3 "22_86"
2 721 4 "22_86"
1 1378 5 "22_86"
1 219 1 "22_87"
2 618 2 "22_87"
2 316 1 "22_88"
1 960 2 "22_88"
1 339 1 "22_89"
2 518 2 "22_89"
1 339 1 "22_90"
2 498 2 "22_90"
1 559 3 "22_90"
2 316 4 "22_90"
1 336 1 "22_91"
2 239 2 "22_91"
1 558 3 "22_91"
2 976 4 "22_91"
1 937 5 "22_91"
2 339 1 "22_92"
1 580 2 "22_92"
2 179 3 "22_92"
2 179 1 "22_93"
1 476 2 "22_93"
2 340 3 "22_93"
1 302 4 "22_93"
1 458 1 "22_94"
2 818 2 "22_94"
1 956 3 "22_94"
2 635 4 "22_94"
1 302 5 "22_94"
2 181 1 "22_95"
1 416 2 "22_95"
2 740 3 "22_95"
1 601 4 "22_95"
2 100 5 "22_95"
1 216 1 "22_96"
2 457 2 "22_96"
1 239 3 "22_96"
1 416 1 "22_97"
2 538 2 "22_97"
1 738 3 "22_97"
2 156 4 "22_97"
1 198 1 "22_98"
2 458 2 "22_98"
1 319 1 "22_99"
2 478 2 "22_99"
1 239 3 "22_99"
1 176 1 "22_100"
2 598 2 "22_100"
1 20 3 "22_100"
1 2601 1 "23_1"
2 1435 2 "23_1"
1 1675 3 "23_1"
1 3153 1 "23_2"
2 3233 2 "23_2"
1 2833 3 "23_2"
2 1830 4 "23_2"
1 1063 5 "23_2"
1 635 1 "23_3"
2 738 2 "23_3"
1 592 3 "23_3"
2 559 4 "23_3"
1 440 1 "23_4"
2 894 2 "23_4"
1 478 3 "23_4"
2 318 4 "23_4"
1 399 5 "23_4"
1 551 1 "23_5"
2 538 2 "23_5"
1 518 3 "23_5"
1 1462 1 "23_7"
2 989 2 "23_7"
1 538 3 "23_7"
2 199 4 "23_7"
2 420 1 "23_8"
1 716 2 "23_8"
2 499 3 "23_8"
1 60 4 "23_8"
2 106 1 "23_9"
1 614 2 "23_9"
2 821 3 "23_9"
1 1285 4 "23_9"
2 751 5 "23_9"
1 949 6 "23_9"
2 518 7 "23_9"
1 1555 8 "23_9"
2 321 9 "23_9"
1 521 10 "23_9"
1 1091 1 "23_10"
2 598 2 "23_10"
1 481 3 "23_10"
2 299 4 "23_10"
1 338 1 "23_11"
2 817 2 "23_11"
1 557 3 "23_11"
2 380 4 "23_11"
1 477 1 "23_12"
2 678 2 "23_12"
1 359 3 "23_12"
2 199 4 "23_12"
2 478 1 "23_13"
1 578 2 "23_13"
2 298 3 "23_13"
1 634 1 "23_14"
2 638 2 "23_14"
2 557 1 "23_15"
1 678 2 "23_15"
2 418 3 "23_15"
1 398 4 "23_15"
2 100 5 "23_15"
2 359 1 "23_16"
1 678 2 "23_16"
2 80 3 "23_16"
1 553 1 "23_17"
2 657 2 "23_17"
1 601 3 "23_17"
2 479 4 "23_17"
1 437 1 "23_18"
2 538 2 "23_18"
1 678 3 "23_18"
2 80 4 "23_18"
1 298 1 "23_19"
2 717 2 "23_19"
1 358 1 "23_20"
2 541 2 "23_20"
1 898 3 "23_20"
1 557 1 "23_21"
2 318 2 "23_21"
1 1316 3 "23_21"
1 438 1 "23_22"
2 359 2 "23_22"
1 737 1 "23_23"
2 957 2 "23_23"
1 259 3 "23_23"
1 376 1 "23_24"
2 638 2 "23_24"
1 380 1 "23_25"
2 537 2 "23_25"
1 599 3 "23_25"
2 904 4 "23_25"
1 416 1 "23_26"
2 538 2 "23_26"
1 438 3 "23_26"
2 618 4 "23_26"
1 658 5 "23_26"
2 579 6 "23_26"
1 517 1 "23_27"
2 857 2 "23_27"
1 60 3 "23_27"
1 219 1 "23_28"
2 417 2 "23_28"
1 339 3 "23_28"
2 280 4 "23_28"
1 299 1 "23_29"
2 617 2 "23_29"
1 398 3 "23_29"
2 700 4 "23_29"
1 239 5 "23_29"
1 459 1 "23_30"
2 657 2 "23_30"
1 319 3 "23_30"
2 700 4 "23_30"
2 240 1 "23_31"
1 615 2 "23_31"
1 279 1 "23_32"
2 538 2 "23_32"
1 480 3 "23_32"
1 438 1 "23_33"
2 618 2 "23_33"
1 797 3 "23_33"
2 221 4 "23_33"
1 438 1 "23_34"
2 558 2 "23_34"
1 140 3 "23_34"
1 239 1 "23_35"
2 897 2 "23_35"
1 537 3 "23_35"
2 715 4 "23_35"
1 216 1 "23_36"
2 518 2 "23_36"
1 1276 3 "23_36"
2 516 4 "23_36"
1 997 5 "23_36"
1 196 1 "23_37"
2 406 2 "23_37"
1 661 3 "23_37"
1 359 1 "23_38"
2 936 2 "23_38"
1 420 3 "23_38"
1 618 1 "23_39"
2 379 2 "23_39"
1 39 3 "23_39"
2 1110 1 "23_40"
1 958 2 "23_40"
2 2692 3 "23_40"
1 359 1 "23_41"
2 500 2 "23_41"
1 456 1 "23_42"
2 738 2 "23_42"
1 238 1 "23_43"
2 559 2 "23_43"
1 699 3 "23_43"
2 1156 1 "23_44"
1 637 2 "23_44"
2 42 3 "23_44"
2 258 1 "23_45"
1 498 2 "23_45"
2 720 3 "23_45"
1 320 4 "23_45"
1 477 1 "23_46"
2 319 2 "23_46"
1 338 1 "23_47"
2 558 2 "23_47"
1 539 3 "23_47"
1 298 1 "23_48"
2 438 2 "23_48"
1 279 1 "23_49"
2 518 2 "23_49"
1 216 3 "23_49"
2 717 4 "23_49"
1 1791 5 "23_49"
2 1055 6 "23_49"
1 2132 7 "23_49"
2 4008 8 "23_49"
1 1161 9 "23_49"
1 239 1 "23_50"
2 638 2 "23_50"
1 518 1 "23_51"
2 521 2 "23_51"
1 315 1 "23_52"
2 459 2 "23_52"
1 160 3 "23_52"
1 458 1 "23_53"
2 517 2 "23_53"
1 20 3 "23_53"
1 358 1 "23_54"
2 599 2 "23_54"
1 499 3 "23_54"
2 100 4 "23_54"
1 99 1 "23_55"
2 1438 2 "23_55"
1 119 1 "23_56"
2 438 2 "23_56"
1 299 3 "23_56"
1 238 1 "23_57"
2 718 2 "23_57"
1 1395 3 "23_57"
1 279 1 "23_58"
2 398 2 "23_58"
1 815 3 "23_58"
2 518 4 "23_58"
1 338 1 "23_59"
2 578 2 "23_59"
1 437 1 "23_60"
2 558 2 "23_60"
1 379 1 "23_61"
2 638 2 "23_61"
1 379 3 "23_61"
2 479 4 "23_61"
1 259 5 "23_61"
1 518 1 "23_62"
2 529 2 "23_62"
1 558 3 "23_62"
1 238 1 "23_63"
2 498 2 "23_63"
1 280 3 "23_63"
2 20 4 "23_63"
1 338 1 "23_64"
2 558 2 "23_64"
1 1076 3 "23_64"
2 299 4 "23_64"
1 300 1 "23_65"
2 698 2 "23_65"
1 857 3 "23_65"
2 737 4 "23_65"
1 837 5 "23_65"
2 362 6 "23_65"
2 518 1 "23_66"
1 737 2 "23_66"
2 798 3 "23_66"
1 1156 1 "23_67"
2 816 2 "23_67"
1 616 3 "23_67"
1 80 1 "23_68"
2 439 2 "23_68"
1 478 3 "23_68"
2 199 4 "23_68"
1 82 5 "23_68"
1 318 1 "23_69"
2 598 2 "23_69"
2 458 1 "23_70"
1 300 2 "23_70"
2 516 1 "23_71"
1 359 2 "23_71"
1 218 1 "23_72"
2 481 2 "23_72"
1 438 3 "23_72"
1 258 1 "23_73"
2 457 2 "23_73"
1 498 3 "23_73"
2 599 4 "23_73"
1 239 5 "23_73"
1 298 1 "23_74"
2 638 2 "23_74"
1 439 3 "23_74"
2 180 4 "23_74"
1 418 1 "23_75"
2 679 2 "23_75"
1 378 3 "23_75"
2 618 4 "23_75"
1 478 1 "23_76"
2 657 2 "23_76"
1 276 3 "23_76"
1 279 1 "23_77"
2 577 2 "23_77"
1 538 3 "23_77"
2 360 4 "23_77"
1 159 1 "23_78"
2 483 2 "23_78"
1 333 3 "23_78"
2 493 4 "23_78"
1 698 5 "23_78"
2 159 6 "23_78"
1 79 7 "23_78"
1 179 1 "23_79"
2 360 2 "23_79"
1 396 3 "23_79"
1 378 1 "23_80"
2 478 2 "23_80"
1 143 3 "23_80"
1 278 1 "23_81"
2 657 2 "23_81"
1 478 3 "23_81"
2 778 4 "23_81"
1 240 5 "23_81"
1 318 1 "23_82"
2 423 2 "23_82"
1 1117 3 "23_82"
2 1993 4 "23_82"
1 2112 5 "23_82"
2 618 6 "23_82"
1 1057 7 "23_82"
2 98 8 "23_82"
1 337 1 "23_83"
2 259 2 "23_83"
1 60 1 "23_84"
2 618 2 "23_84"
1 339 3 "23_84"
1 298 1 "23_85"
2 1635 2 "23_85"
1 198 1 "23_86"
2 538 2 "23_86"
1 364 3 "23_86"
1 917 1 "23_87"
2 837 2 "23_87"
1 418 1 "23_88"
2 876 2 "23_88"
1 138 3 "23_88"
1 377 1 "23_89"
2 698 2 "23_89"
1 139 3 "23_89"
1 455 1 "23_90"
2 737 2 "23_90"
1 997 3 "23_90"
2 592 4 "23_90"
1 83 5 "23_90"
1 162 1 "23_91"
2 457 2 "23_91"
1 404 3 "23_91"
2 181 4 "23_91"
1 219 1 "23_92"
2 498 2 "23_92"
1 499 3 "23_92"
2 772 4 "23_92"
1 618 5 "23_92"
1 398 1 "23_93"
2 598 2 "23_93"
1 60 3 "23_93"
1 279 1 "23_94"
2 440 2 "23_94"
1 81 3 "23_94"
1 280 1 "23_95"
2 617 2 "23_95"
1 479 3 "23_95"
1 578 1 "23_96"
2 341 2 "23_96"
1 1094 3 "23_96"
1 279 1 "23_97"
2 638 2 "23_97"
1 399 3 "23_97"
2 398 4 "23_97"
1 519 5 "23_97"
1 438 1 "23_98"
2 617 2 "23_98"
1 1081 3 "23_98"
1 339 1 "23_99"
2 478 2 "23_99"
1 1219 3 "23_99"
1 478 1 "23_100"
2 937 2 "23_100"
1 635 3 "23_100"
2 100 4 "23_100"
1 582 1 "25_1"
2 877 2 "25_1"
1 1774 3 "25_1"
2 338 4 "25_1"
1 1557 5 "25_1"
2 319 6 "25_1"
1 3169 7 "25_1"
2 1016 8 "25_1"
1 60 1 "25_2"
2 997 2 "25_2"
1 379 1 "25_3"
2 538 2 "25_3"
1 260 3 "25_3"
1 677 1 "25_4"
2 399 2 "25_4"
1 1452 3 "25_4"
1 421 1 "25_5"
2 362 2 "25_5"
1 398 3 "25_5"
2 539 4 "25_5"
1 56 5 "25_5"
1 518 1 "25_6"
2 599 2 "25_6"
1 239 1 "25_7"
2 877 2 "25_7"
1 481 1 "25_8"
2 594 2 "25_8"
1 419 3 "25_8"
1 259 1 "25_9"
2 279 2 "25_9"
1 259 3 "25_9"
2 220 4 "25_9"
1 399 5 "25_9"
2 897 6 "25_9"
1 299 1 "25_10"
2 738 2 "25_10"
1 98 3 "25_10"
1 595 1 "25_11"
2 700 2 "25_11"
1 797 1 "25_12"
2 617 2 "25_12"
1 1053 3 "25_12"
1 1275 1 "25_13"
2 377 2 "25_13"
1 159 3 "25_13"
1 399 1 "25_15"
2 239 2 "25_15"
1 279 3 "25_15"
2 518 4 "25_15"
1 498 5 "25_15"
2 718 6 "25_15"
1 717 1 "25_16"
2 432 2 "25_16"
1 857 3 "25_16"
2 2193 4 "25_16"
1 2771 5 "25_16"
2 1874 6 "25_16"
1 1335 7 "25_16"
2 1097 8 "25_16"
1 442 1 "25_17"
2 442 2 "25_17"
1 6339 3 "25_17"
2 3907 4 "25_17"
1 137 5 "25_17"
1 678 1 "25_18"
2 638 2 "25_18"
1 63 3 "25_18"
1 3149 1 "25_19"
2 1934 2 "25_19"
1 875 3 "25_19"
2 1933 4 "25_19"
1 439 5 "25_19"
1 558 1 "25_20"
2 638 2 "25_20"
1 1372 3 "25_20"
2 181 4 "25_20"
1 2233 1 "25_21"
2 650 2 "25_21"
1 40 3 "25_21"
1 578 1 "25_22"
2 517 2 "25_22"
1 1522 3 "25_22"
2 858 4 "25_22"
1 717 1 "25_23"
2 718 2 "25_23"
1 3903 3 "25_23"
2 857 4 "25_23"
1 698 1 "25_24"
2 3069 2 "25_24"
1 2711 3 "25_24"
2 379 4 "25_24"
1 637 1 "25_25"
2 1615 2 "25_25"
1 961 3 "25_25"
2 5798 4 "25_25"
1 6498 5 "25_25"
2 881 6 "25_25"
1 897 1 "25_26"
2 1138 2 "25_26"
1 1515 3 "25_26"
1 464 1 "25_27"
2 237 2 "25_27"
1 1753 3 "25_27"
2 1994 4 "25_27"
1 578 1 "25_28"
2 556 2 "25_28"
1 2627 3 "25_28"
2 220 4 "25_28"
1 678 1 "25_29"
2 557 2 "25_29"
1 460 3 "25_29"
1 743 1 "25_30"
2 817 2 "25_30"
1 798 3 "25_30"
1 4464 1 "25_31"
2 319 2 "25_31"
1 5681 3 "25_31"
1 418 1 "25_32"
2 1515 2 "25_32"
1 558 1 "25_33"
2 1174 2 "25_33"
1 1385 3 "25_33"
2 2351 4 "25_33"
1 20 5 "25_33"
1 437 1 "25_34"
2 581 2 "25_34"
1 440 3 "25_34"
1 319 1 "25_35"
2 1813 2 "25_35"
1 2833 3 "25_35"
1 755 1 "25_36"
2 402 2 "25_36"
1 292 3 "25_36"
1 517 1 "25_37"
2 834 2 "25_37"
1 1254 3 "25_37"
1 597 1 "25_38"
2 621 2 "25_38"
1 223 3 "25_38"
1 697 1 "25_39"
2 1450 2 "25_39"
1 1281 3 "25_39"
1 399 1 "25_40"
2 977 2 "25_40"
1 3647 3 "25_40"
2 1174 4 "25_40"
1 2269 5 "25_40"
2 5820 6 "25_40"
1 2947 7 "25_40"
1 537 1 "25_41"
2 878 2 "25_41"
1 1814 3 "25_41"
2 5158 4 "25_41"
1 758 5 "25_41"
1 564 1 "25_42"
2 615 2 "25_42"
1 459 1 "25_43"
2 558 2 "25_43"
1 797 3 "25_43"
1 360 1 "25_44"
2 777 2 "25_44"
1 342 1 "25_45"
2 1135 2 "25_45"
1 493 1 "25_46"
2 378 2 "25_46"
1 581 3 "25_46"
2 499 4 "25_46"
1 577 1 "25_47"
2 698 2 "25_47"
1 479 3 "25_47"
2 502 4 "25_47"
1 376 1 "25_48"
2 838 2 "25_48"
1 239 3 "25_48"
2 778 4 "25_48"
1 418 1 "25_49"
2 658 2 "25_49"
1 1235 3 "25_49"
2 4964 4 "25_49"
1 618 1 "25_50"
2 916 2 "25_50"
1 512 1 "25_51"
2 524 2 "25_51"
1 183 3 "25_51"
1 361 1 "25_52"
2 560 2 "25_52"
1 65 3 "25_52"
1 359 1 "25_53"
2 678 2 "25_53"
1 350 1 "25_54"
2 1017 2 "25_54"
1 462 3 "25_54"
2 1536 4 "25_54"
1 358 1 "25_55"
2 280 2 "25_55"
1 199 1 "25_56"
2 558 2 "25_56"
1 877 1 "25_57"
2 957 2 "25_57"
1 399 1 "25_58"
2 498 2 "25_58"
1 584 1 "25_59"
2 599 2 "25_59"
1 338 1 "25_60"
2 1396 2 "25_60"
1 257 3 "25_60"
1 339 1 "25_61"
2 1715 2 "25_61"
1 538 1 "25_62"
2 538 2 "25_62"
1 1476 3 "25_62"
1 358 1 "25_63"
2 441 2 "25_63"
1 316 3 "25_63"
1 299 1 "25_64"
2 1077 2 "25_64"
1 378 1 "25_65"
2 777 2 "25_65"
1 416 3 "25_65"
2 159 4 "25_65"
1 379 1 "25_66"
2 558 2 "25_66"
1 521 3 "25_66"
2 359 4 "25_66"
1 479 1 "25_67"
2 518 2 "25_67"
1 40 3 "25_67"
1 558 1 "25_68"
2 499 2 "25_68"
1 394 1 "25_69"
2 1613 2 "25_69"
1 697 3 "25_69"
1 537 1 "25_70"
2 416 2 "25_70"
1 202 3 "25_70"
1 399 1 "25_71"
2 658 2 "25_71"
1 419 1 "25_72"
2 858 2 "25_72"
1 320 1 "25_73"
2 1382 2 "25_73"
1 675 3 "25_73"
2 658 4 "25_73"
1 414 1 "25_74"
2 521 2 "25_74"
1 518 3 "25_74"
1 495 1 "25_75"
2 419 2 "25_75"
1 259 3 "25_75"
1 518 1 "25_76"
2 698 2 "25_76"
1 140 3 "25_76"
1 475 1 "25_77"
2 641 2 "25_77"
1 580 3 "25_77"
2 279 4 "25_77"
1 455 1 "25_78"
2 502 2 "25_78"
1 1655 3 "25_78"
1 358 1 "25_79"
2 619 2 "25_79"
1 240 3 "25_79"
1 216 1 "25_80"
2 259 2 "25_80"
1 100 3 "25_80"
1 259 1 "25_81"
2 540 2 "25_81"
1 475 1 "25_82"
2 421 2 "25_82"
1 461 3 "25_82"
1 296 1 "25_83"
2 263 2 "25_83"
1 280 3 "25_83"
1 398 1 "25_84"
2 360 2 "25_84"
1 339 1 "25_85"
2 617 2 "25_85"
1 359 1 "25_86"
2 260 2 "25_86"
1 1276 3 "25_86"
2 937 4 "25_86"
1 319 1 "25_87"
2 340 2 "25_87"
1 39 3 "25_87"
1 279 1 "25_88"
2 617 2 "25_88"
1 160 3 "25_88"
1 157 1 "25_89"
2 558 2 "25_89"
1 1196 3 "25_89"
2 1197 4 "25_89"
1 578 1 "25_90"
2 739 2 "25_90"
1 358 1 "25_91"
2 498 2 "25_91"
1 355 1 "25_92"
2 538 2 "25_92"
2 375 1 "25_93"
1 319 2 "25_93"
1 199 1 "25_94"
2 236 2 "25_94"
1 195 3 "25_94"
2 1214 1 "25_95"
1 678 2 "25_95"
1 279 1 "25_96"
2 379 2 "25_96"
1 695 3 "25_96"
1 299 1 "25_97"
2 578 2 "25_97"
1 438 3 "25_97"
2 20 4 "25_97"
1 418 1 "25_98"
2 476 2 "25_98"
1 797 3 "25_98"
2 798 4 "25_98"
1 340 1 "25_99"
2 561 2 "25_99"
1 278 1 "25_100"
2 322 2 "25_100"
1 634 3 "25_100"
2 577 4 "25_100"
1 277 1 "26_1"
2 340 2 "26_1"
1 200 3 "26_1"
1 237 1 "26_2"
2 518 2 "26_2"
1 200 1 "26_3"
2 328 2 "26_3"
1 439 3 "26_3"
2 119 4 "26_3"
1 176 1 "26_4"
2 619 2 "26_4"
1 458 3 "26_4"
2 239 4 "26_4"
1 160 1 "26_5"
2 156 2 "26_5"
1 240 3 "26_5"
1 236 1 "26_6"
2 578 2 "26_6"
1 220 3 "26_6"
2 79 4 "26_6"
1 417 1 "26_7"
2 478 2 "26_7"
1 359 3 "26_7"
2 160 4 "26_7"
1 199 1 "26_8"
2 339 2 "26_8"
1 280 3 "26_8"
2 219 4 "26_8"
1 356 1 "26_9"
2 1236 2 "26_9"
1 84 3 "26_9"
1 336 1 "26_10"
2 678 2 "26_10"
1 1466 3 "26_10"
2 20 4 "26_10"
1 1054 1 "26_11"
1 1053 1 "26_12"
2 119 2 "26_12"
1 20 3 "26_12"
1 277 1 "26_14"
2 199 2 "26_14"
1 339 1 "26_15"
2 419 2 "26_15"
1 399 3 "26_15"
2 558 4 "26_15"
1 180 5 "26_15"
2 39 6 "26_15"
1 356 1 "26_16"
2 373 2 "26_16"
1 279 3 "26_16"
2 700 4 "26_16"
1 917 5 "26_16"
1 376 1 "26_17"
2 557 2 "26_17"
1 359 3 "26_17"
2 81 4 "26_17"
1 181 1 "26_18"
2 459 2 "26_18"
1 239 3 "26_18"
1 360 1 "26_20"
2 518 2 "26_20"
1 580 3 "26_20"
1 594 1 "26_22"
2 218 2 "26_22"
1 638 3 "26_22"
1 496 1 "26_23"
2 558 2 "26_23"
1 1095 3 "26_23"
2 517 4 "26_23"
1 1117 5 "26_23"
2 717 6 "26_23"
1 696 7 "26_23"
1 359 1 "26_24"
2 455 2 "26_24"
1 704 3 "26_24"
2 821 4 "26_24"
1 1017 5 "26_24"
2 458 6 "26_24"
1 382 7 "26_24"
2 698 8 "26_24"
1 977 9 "26_24"
2 760 10 "26_24"
1 316 1 "26_26"
2 460 2 "26_26"
1 637 3 "26_26"
1 179 1 "26_27"
2 538 2 "26_27"
1 498 3 "26_27"
2 578 4 "26_27"
1 780 5 "26_27"
2 200 6 "26_27"
1 179 1 "26_29"
2 498 2 "26_29"
1 459 3 "26_29"
2 200 4 "26_29"
1 637 1 "26_32"
2 78 2 "26_32"
1 140 3 "26_32"
1 855 1 "26_33"
2 79 2 "26_33"
1 281 3 "26_33"
1 496 1 "26_34"
2 458 2 "26_34"
1 136 3 "26_34"
2 278 4 "26_34"
1 179 1 "26_35"
2 119 2 "26_35"
1 59 3 "26_35"
1 241 1 "26_36"
2 518 2 "26_36"
1 119 3 "26_36"
1 179 1 "26_37"
2 558 2 "26_37"
1 199 1 "26_38"
2 358 2 "26_38"
1 436 1 "26_39"
2 737 2 "26_39"
1 239 1 "26_40"
2 817 2 "26_40"
1 239 3 "26_40"
2 286 4 "26_40"
1 396 1 "26_41"
2 321 2 "26_41"
1 240 3 "26_41"
1 814 1 "26_42"
1 576 1 "26_43"
2 158 2 "26_43"
1 387 3 "26_43"
1 198 1 "26_45"
2 539 2 "26_45"
1 317 1 "26_46"
2 438 2 "26_46"
1 461 3 "26_46"
2 278 4 "26_46"
1 199 5 "26_46"
2 160 6 "26_46"
1 221 7 "26_46"
2 58 8 "26_46"
1 336 1 "26_47"
2 817 2 "26_47"
1 318 1 "26_48"
2 398 2 "26_48"
1 200 3 "26_48"
1 377 1 "26_49"
2 539 2 "26_49"
1 637 3 "26_49"
2 80 4 "26_49"
1 281 1 "26_51"
2 298 2 "26_51"
1 177 1 "26_52"
2 398 2 "26_52"
1 180 3 "26_52"
1 953 1 "26_53"
1 216 1 "26_54"
2 598 2 "26_54"
1 79 3 "26_54"
1 200 1 "26_55"
2 298 2 "26_55"
1 80 3 "26_55"
2 40 4 "26_55"
1 202 1 "26_56"
2 438 2 "26_56"
1 100 3 "26_56"
1 199 1 "26_57"
2 459 2 "26_57"
1 698 3 "26_57"
2 499 4 "26_57"
1 997 5 "26_57"
2 379 6 "26_57"
1 298 1 "26_58"
2 458 2 "26_58"
1 100 3 "26_58"
1 179 1 "26_59"
2 40 2 "26_59"
1 278 3 "26_59"
1 156 1 "26_60"
2 478 2 "26_60"
1 80 3 "26_60"
1 1099 1 "26_63"
1 558 1 "26_65"
2 358 2 "26_65"
1 198 3 "26_65"
2 320 4 "26_65"
1 136 1 "26_66"
2 1953 2 "26_66"
1 458 3 "26_66"
1 1712 1 "26_67"
2 20 2 "26_67"
1 2211 1 "26_68"
1 438 1 "26_69"
2 599 2 "26_69"
1 3926 3 "26_69"
2 738 4 "26_69"
1 1077 5 "26_69"
1 339 1 "26_71"
2 657 2 "26_71"
1 460 3 "26_71"
1 138 1 "26_72"
2 197 2 "26_72"
1 877 3 "26_72"
1 914 1 "26_73"
2 20 2 "26_73"
1 596 1 "26_74"
2 178 2 "26_74"
1 201 3 "26_74"
1 196 1 "26_76"
2 399 2 "26_76"
1 102 3 "26_76"
1 116 1 "26_77"
2 279 2 "26_77"
1 185 3 "26_77"
1 156 1 "26_78"
2 519 2 "26_78"
1 79 3 "26_78"
1 175 1 "26_79"
2 559 2 "26_79"
1 677 3 "26_79"
1 618 1 "26_80"
2 120 2 "26_80"
1 1033 1 "26_81"
2 778 2 "26_81"
1 99 3 "26_81"
1 997 1 "26_82"
1 1199 1 "26_86"
2 20 2 "26_86"
1 557 1 "26_89"
1 416 1 "26_96"
2 20 2 "26_96"
1 715 1 "26_97"
2 39 2 "26_97"
1 739 3 "26_97"
2 98 4 "26_97"
1 60 5 "26_97"
1 814 1 "26_100"
1 937 1 "27_1"
2 636 2 "27_1"
1 476 3 "27_1"
2 737 4 "27_1"
2 517 1 "27_2"
1 1476 2 "27_2"
2 544 3 "27_2"
1 911 4 "27_2"
2 438 5 "27_2"
1 1771 6 "27_2"
2 1422 7 "27_2"
1 936 1 "27_3"
2 678 2 "27_3"
1 1914 3 "27_3"
2 1056 4 "27_3"
1 3269 5 "27_3"
2 640 6 "27_3"
1 517 1 "27_4"
2 639 2 "27_4"
1 1552 3 "27_4"
2 718 4 "27_4"
1 3328 5 "27_4"
2 239 6 "27_4"
1 577 1 "27_5"
2 558 2 "27_5"
1 658 3 "27_5"
2 2173 4 "27_5"
1 776 5 "27_5"
1 498 1 "27_6"
2 797 2 "27_6"
1 678 3 "27_6"
2 635 4 "27_6"
1 1296 5 "27_6"
2 1574 6 "27_6"
1 41 7 "27_6"
1 778 1 "27_7"
2 398 2 "27_7"
1 1635 3 "27_7"
2 837 4 "27_7"
1 340 5 "27_7"
1 518 1 "27_8"
2 658 2 "27_8"
1 1237 3 "27_8"
1 475 1 "27_9"
2 738 2 "27_9"
1 538 1 "27_10"
2 219 2 "27_10"
1 640 3 "27_10"
1 379 1 "27_11"
2 299 2 "27_11"
1 798 3 "27_11"
1 239 1 "27_12"
2 937 2 "27_12"
1 399 3 "27_12"
2 2332 4 "27_12"
1 1236 5 "27_12"
2 198 1 "27_13"
1 360 2 "27_13"
2 758 3 "27_13"
1 758 4 "27_13"
2 558 1 "27_14"
1 2951 2 "27_14"
2 3371 3 "27_14"
1 459 1 "27_15"
2 1072 2 "27_15"
1 1795 3 "27_15"
2 319 1 "27_16"
1 2353 2 "27_16"
2 198 3 "27_16"
1 578 1 "27_17"
2 1954 2 "27_17"
1 359 3 "27_17"
2 1076 4 "27_17"
1 955 5 "27_17"
2 643 6 "27_17"
2 297 1 "27_18"
1 838 2 "27_18"
1 260 1 "27_19"
2 378 2 "27_19"
1 779 3 "27_19"
2 474 4 "27_19"
1 839 5 "27_19"
2 457 6 "27_19"
1 1375 7 "27_19"
2 401 8 "27_19"
1 282 9 "27_19"
2 498 1 "27_20"
1 599 2 "27_20"
2 439 3 "27_20"
1 1156 4 "27_20"
2 456 5 "27_20"
1 1875 6 "27_20"
2 916 1 "27_21"
1 1336 2 "27_21"
2 1245 3 "27_21"
1 1691 4 "27_21"
2 357 5 "27_21"
1 396 6 "27_21"
2 1453 7 "27_21"
1 180 8 "27_21"
2 1710 1 "27_22"
1 638 2 "27_22"
2 1712 3 "27_22"
1 439 4 "27_22"
2 1913 1 "27_23"
1 339 2 "27_23"
2 438 3 "27_23"
1 938 4 "27_23"
2 458 1 "27_24"
1 618 2 "27_24"
2 737 3 "27_24"
1 797 4 "27_24"
2 1037 5 "27_24"
1 278 1 "27_25"
2 579 2 "27_25"
1 738 3 "27_25"
2 916 4 "27_25"
1 996 5 "27_25"
2 598 6 "27_25"
1 1016 7 "27_25"
2 380 8 "27_25"
1 21 9 "27_25"
2 960 10 "27_25"
1 617 1 "27_26"
2 1536 2 "27_26"
1 521 3 "27_26"
2 737 4 "27_26"
1 1635 5 "27_26"
2 180 1 "27_27"
1 199 2 "27_27"
