"id" "v1" "v2" "decision" "rt"
"34_1" 4 5 1 1867
"34_2" 5 0 2 1111
"34_3" 7 9 1 989
"34_4" 7 2 2 2722
"34_5" 5 3 2 3662
"34_6" 9 5 2 1483
"34_7" 5 2 2 1592
"34_8" 3 6 1 2205
"34_9" 8 5 2 1432
"34_10" 9 6 2 2373
"34_11" 5 2 2 2770
"34_12" 2 3 1 1951
"34_13" 3 7 1 1415
"34_14" 3 8 1 1266
"34_15" 9 8 2 3086
"34_16" 8 7 2 2626
"34_17" 9 10 1 1712
"34_18" 7 9 1 1413
"34_19" 8 6 2 2663
"34_20" 8 5 2 1273
"34_21" 10 5 2 1254
"34_22" 0 5 1 1510
"34_23" 7 10 1 1185
"34_24" 9 8 2 1810
"34_25" 7 2 2 1487
"34_26" 3 5 1 2301
"34_27" 6 3 2 1765
"34_28" 7 4 2 2707
"34_29" 7 6 2 5432
"34_30" 5 8 1 1648
"34_31" 9 7 2 1290
"34_32" 9 4 2 1250
"34_33" 6 2 2 1606
"34_34" 5 3 2 1847
"34_35" 8 7 2 1349
"34_36" 7 5 2 2349
"34_37" 3 0 2 1530
"34_38" 7 5 2 1268
"34_39" 3 8 1 2682
"34_40" 7 2 2 1894
"34_41" 10 8 2 1833
"34_42" 1 5 1 1469
"34_43" 0 2 1 2986
"34_44" 5 9 1 2145
"34_45" 6 7 1 1324
"34_46" 8 6 2 2351
"34_47" 7 9 1 1820
"34_48" 8 6 2 2127
"34_49" 6 3 2 1333
"34_50" 10 7 2 1136
"34_51" 3 0 2 1751
"34_52" 4 8 1 1714
"34_53" 6 6 2 1845
"34_54" 3 2 2 1770
"34_55" 2 2 2 1829
"34_56" 6 9 1 1372
"34_57" 3 7 1 1357
"34_58" 8 8 2 3668
"34_59" 2 5 1 2532
"34_60" 9 8 2 1937
"34_61" 9 9 2 2926
"34_62" 5 7 2 2529
"34_63" 6 4 2 2670
"34_64" 7 9 1 1195
"34_65" 8 6 2 1667
"34_66" 3 7 1 1652
"34_67" 2 2 1 1593
"34_68" 8 7 2 4351
"34_69" 4 1 2 1594
"34_70" 5 6 1 1255
"34_71" 0 2 1 946
"34_72" 3 2 2 3353
"34_73" 8 7 1 3044
"34_74" 8 3 2 1450
"34_75" 6 8 1 1726
"34_76" 4 8 1 1131
"34_77" 9 4 2 1066
"34_78" 0 5 1 955
"34_79" 8 9 1 2578
"34_80" 5 9 1 1673
"34_81" 6 8 2 2588
"34_82" 3 2 2 3029
"34_83" 8 3 1 1531
"34_84" 0 3 1 2027
"34_85" 7 4 2 1650
"34_86" 3 6 1 1774
"34_87" 6 8 1 1772
"34_88" 9 8 1 3223
"34_89" 6 3 2 1887
"34_90" 3 2 2 2527
"34_91" 4 1 1 2047
"34_92" 8 7 1 3982
"34_93" 7 6 2 4733
"34_94" 8 6 2 1510
"34_95" 3 2 2 4359
"34_96" 2 6 1 1608
"34_97" 8 9 1 1570
"34_98" 7 9 2 3306
"34_99" 2 7 1 2008
"34_100" 6 5 1 2307
"35_1" 0 0 2 4246
"35_2" 1 0 1 2371
"35_3" 1 0 2 1494
"35_4" 4 0 2 716
"35_5" 0 4 1 1048
"35_6" 2 3 2 1181
"35_7" 0 1 1 1473
"35_8" 0 5 2 1016
"35_9" 10 10 2 677
"35_10" 1 0 2 1208
"35_11" 0 0 1 936
"35_12" 1 0 2 814
"35_13" 0 3 1 1998
"35_14" 7 2 2 796
"35_15" 0 0 1 1036
"35_16" 0 0 1 2374
"35_17" 1 3 1 1236
"35_18" 1 3 2 1177
"35_19" 0 0 2 3271
"35_20" 7 5 2 2008
"35_21" 7 10 1 1196
"35_22" 1 6 1 1117
"35_23" 0 5 1 1077
"35_24" 2 0 2 818
"35_25" 4 0 2 1374
"35_26" 0 2 1 1136
"35_27" 0 1 1 976
"35_28" 5 2 1 1114
"35_29" 0 0 2 918
"35_30" 7 3 2 720
"35_31" 0 0 1 2234
"35_32" 5 8 1 737
"35_33" 4 4 1 857
"35_34" 0 5 1 978
"35_35" 5 0 2 1336
"35_36" 5 3 2 697
"35_37" 0 0 2 1135
"35_38" 0 0 2 1990
"35_39" 0 2 1 956
"35_40" 0 1 1 1993
"35_41" 4 5 2 937
"35_42" 5 3 2 717
"35_43" 1 5 2 1135
"35_44" 0 4 1 877
"35_45" 3 3 2 974
"35_46" 1 1 2 1196
"35_47" 5 0 2 1973
"35_48" 3 4 1 1055
"35_49" 5 0 2 559
"35_50" 2 5 2 936
"35_51" 2 1 2 637
"35_52" 0 0 1 1752
"35_53" 3 6 1 817
"35_54" 0 5 1 1236
"35_55" 0 0 1 2171
"35_56" 1 5 2 857
"35_57" 0 5 1 897
"35_58" 0 0 1 737
"35_59" 1 4 1 657
"35_60" 4 0 2 656
"35_61" 0 0 2 1176
"35_62" 5 0 2 818
"35_63" 2 3 2 995
"35_64" 4 0 2 736
"35_65" 4 3 2 578
"35_66" 0 5 1 1017
"35_67" 1 5 1 1536
"35_68" 0 2 1 758
"35_69" 1 0 2 739
"35_70" 0 4 1 716
"35_71" 4 0 2 737
"35_72" 0 0 1 1295
"35_73" 4 1 2 677
"35_74" 4 2 2 558
"35_75" 4 1 2 856
"35_76" 0 0 2 1076
"35_77" 4 1 2 578
"35_78" 2 0 2 1816
"35_79" 0 4 1 678
"35_80" 0 0 2 1213
"35_81" 0 5 1 1075
"35_82" 0 5 1 898
"35_83" 0 3 1 1534
"35_84" 4 7 2 1076
"35_85" 4 8 1 976
"35_86" 10 5 2 798
"35_87" 2 0 2 499
"35_88" 5 0 2 998
"35_89" 0 0 2 1056
"35_90" 8 7 2 977
"35_91" 3 0 2 837
"35_92" 1 5 1 698
"35_93" 4 2 2 1077
"35_94" 2 4 2 1553
"35_95" 0 2 1 837
"35_96" 6 3 2 678
"35_97" 0 5 1 993
"35_98" 10 5 2 935
"35_99" 0 4 1 578
"35_100" 10 5 2 778
"38_1" 3 7 1 760
"38_2" 7 3 2 1056
"38_3" 4 7 1 419
"38_4" 1 2 1 1056
"38_5" 4 3 2 1255
"38_6" 7 7 1 462
"38_7" 5 1 2 729
"38_8" 3 6 1 558
"38_9" 2 3 1 1077
"38_10" 1 6 1 938
"38_11" 0 1 1 1057
"38_12" 2 7 1 519
"38_13" 2 3 1 938
"38_14" 0 2 1 1225
"38_15" 5 1 2 857
"38_16" 2 1 1 1295
"38_17" 3 2 1 1275
"38_18" 2 3 1 1214
"38_19" 1 0 1 1715
"38_20" 0 4 1 645
"38_21" 7 2 2 517
"38_22" 2 1 1 1158
"38_23" 5 7 1 1096
"38_24" 2 2 2 1075
"38_25" 3 4 1 1222
"38_26" 2 3 1 1397
"38_27" 6 4 2 440
"38_28" 0 2 2 1774
"38_29" 3 5 1 585
"38_30" 4 3 2 900
"38_31" 2 2 2 779
"38_32" 5 7 1 498
"38_33" 0 1 2 858
"38_34" 2 3 2 959
"38_35" 3 3 2 1016
"38_36" 2 7 1 857
"38_37" 5 6 1 780
"38_38" 3 0 2 1015
"38_39" 7 2 2 542
"38_40" 6 6 1 1433
"38_41" 5 4 1 981
"38_42" 1 6 1 1235
"38_43" 2 4 1 974
"38_44" 5 0 2 638
"38_45" 3 0 2 1337
"38_46" 0 2 2 1211
"38_47" 3 7 1 419
"38_48" 0 3 1 1098
"38_49" 1 2 2 1153
"38_50" 1 2 2 1241
"38_51" 2 2 2 1414
"38_52" 1 0 1 737
"38_53" 2 3 2 789
"38_54" 3 7 1 418
"38_55" 2 2 2 837
"38_56" 0 2 2 641
"38_57" 0 3 1 639
"38_58" 2 5 1 741
"38_59" 5 4 2 835
"38_60" 3 1 2 997
"38_61" 1 1 1 461
"38_62" 2 4 1 937
"38_63" 2 5 1 1156
"38_64" 1 4 1 797
"38_65" 7 6 2 1158
"38_66" 1 6 1 721
"38_67" 3 2 2 659
"38_68" 7 2 2 957
"38_69" 4 6 1 1076
"38_70" 3 6 1 997
"38_71" 0 3 1 877
"38_72" 6 5 2 1014
"38_73" 0 2 1 1078
"38_74" 3 1 2 1555
"38_75" 8 6 2 876
"38_76" 6 2 2 916
"38_77" 2 3 1 797
"38_78" 5 3 2 1777
"38_79" 4 6 1 634
"38_80" 2 0 2 939
"38_81" 0 0 2 871
"38_82" 3 6 1 956
"38_83" 2 4 1 617
"38_84" 7 3 2 859
"38_85" 8 6 2 280
"38_86" 3 0 1 1142
"38_87" 2 1 2 876
"38_88" 4 1 2 1076
"38_89" 3 2 2 997
"38_90" 1 3 1 777
"38_91" 6 2 1 1216
"38_92" 6 5 2 658
"38_93" 3 2 2 777
"38_94" 2 5 1 777
"38_95" 1 3 1 600
"38_96" 7 2 2 600
"38_97" 2 1 2 697
"38_98" 2 2 1 737
"38_99" 4 7 1 837
"38_100" 0 5 1 780
"39_1" 3 0 2 1217
"39_2" 4 2 1 1435
"39_3" 4 0 2 1729
"39_4" 5 6 2 3804
"39_5" 0 3 2 1711
"39_6" 1 5 1 1954
"39_7" 2 3 1 2175
"39_8" 5 0 2 1389
"39_9" 4 3 1 3008
"39_10" 3 5 1 1889
"39_11" 4 2 1 2985
"39_12" 1 5 1 2464
"39_13" 1 3 1 1970
"39_14" 1 0 2 2391
"39_15" 1 0 2 2104
"39_16" 3 0 2 1714
"39_17" 0 1 2 1158
"39_18" 3 2 1 2313
"39_19" 2 5 1 1348
"39_20" 4 5 1 1291
"39_21" 1 2 2 2131
"39_22" 7 5 2 1018
"39_23" 4 3 1 1372
"39_24" 7 4 2 1452
"39_25" 1 2 1 1350
"39_26" 4 5 1 1157
"39_27" 1 6 1 1831
"39_28" 3 4 2 1455
"39_29" 0 3 1 952
"39_30" 0 2 1 1791
"39_31" 1 0 2 2452
"39_32" 1 5 1 1390
"39_33" 5 4 2 1726
"39_34" 10 5 2 1136
"39_35" 5 5 2 1000
"39_36" 1 5 2 1774
"39_37" 2 1 1 1493
"39_38" 4 5 1 1167
"39_39" 5 4 2 777
"39_40" 5 3 2 1110
"39_41" 1 0 2 1097
"39_42" 2 5 1 997
"39_43" 5 3 2 1335
"39_44" 10 5 1 2166
"39_45" 0 2 1 2093
"39_46" 5 2 1 1455
"39_47" 2 5 1 2152
"39_48" 1 3 1 1873
"39_49" 2 2 1 1911
"39_50" 4 2 1 2413
"39_51" 5 0 2 934
"39_52" 2 2 2 1534
"39_53" 0 5 1 1352
"39_54" 5 2 2 1532
"39_55" 0 1 1 1931
"39_56" 1 0 2 2611
"39_57" 0 2 1 1394
"39_58" 2 0 2 1371
"39_59" 2 1 2 1336
"39_60" 2 5 1 1253
"39_61" 1 1 1 1334
"39_62" 5 0 2 2683
"39_63" 5 0 2 1685
"39_64" 0 1 1 2169
"39_65" 2 4 1 1335
"39_66" 4 4 2 1255
"39_67" 5 2 2 1773
"39_68" 1 0 2 1814
"39_69" 2 4 1 1852
"39_70" 2 3 2 1232
"39_71" 0 0 1 1551
"39_72" 4 5 2 1323
"39_73" 1 2 1 893
"39_74" 1 2 2 1850
"39_75" 5 0 2 1855
"39_76" 0 5 1 1116
"39_77" 5 3 2 736
"39_78" 5 2 2 1136
"39_79" 3 6 2 1990
"39_80" 0 2 1 1052
"39_81" 4 2 1 1957
"39_82" 2 4 1 3149
"39_83" 0 4 1 2190
"39_84" 0 4 1 1588
"39_85" 5 1 2 1713
"39_86" 5 1 2 1787
"39_87" 5 2 2 993
"39_88" 2 3 1 1406
"39_89" 3 4 2 1604
"39_90" 5 5 2 1528
"39_91" 1 4 1 1292
"39_92" 3 4 1 1075
"39_93" 1 4 1 2231
"39_94" 2 3 1 3867
"39_95" 2 5 1 2063
"39_96" 1 1 1 1635
"39_97" 1 1 1 1276
"39_98" 2 7 1 1296
"39_99" 2 3 2 1870
"39_100" 0 2 2 1755
"40_1" 0 4 1 1216
"40_2" 8 5 2 1453
"40_3" 4 0 2 977
"40_4" 4 6 2 974
"40_5" 0 1 1 817
"40_6" 4 6 1 1155
"40_7" 1 4 1 2595
"40_8" 5 4 2 958
"40_9" 2 5 1 1138
"40_10" 2 0 1 2390
"40_11" 3 1 2 1092
"40_12" 2 5 1 1393
"40_13" 2 1 1 1474
"40_14" 4 1 2 976
"40_15" 2 4 2 2016
"40_16" 2 0 2 1674
"40_17" 7 6 2 1035
"40_18" 4 0 2 1255
"40_19" 6 5 1 1117
"40_20" 2 1 2 1156
"40_21" 6 8 1 1155
"40_22" 2 0 2 1254
"40_23" 1 4 2 2092
"40_24" 5 0 2 875
"40_25" 1 0 1 1077
"40_26" 2 1 1 1654
"40_27" 0 4 1 875
"40_28" 4 2 2 1275
"40_29" 4 7 1 1132
"40_30" 3 2 2 1147
"40_31" 4 5 2 3229
"40_32" 1 3 2 1753
"40_33" 2 0 2 920
"40_34" 6 6 1 1394
"40_35" 2 2 2 1872
"40_36" 2 7 2 1272
"40_37" 5 5 2 876
"40_38" 6 1 2 1019
"40_39" 2 7 1 1036
"40_40" 4 2 2 1215
"40_41" 6 5 1 1833
"40_42" 2 5 1 895
"40_43" 6 2 1 1315
"40_44" 7 2 2 1216
"40_45" 4 9 1 1454
"40_46" 1 2 2 2351
"40_47" 7 2 2 1175
"40_48" 5 0 2 876
"40_49" 0 3 1 697
"40_50" 3 4 1 1515
"40_51" 2 4 2 817
"40_52" 8 5 2 1495
"40_53" 5 1 2 957
"40_54" 4 1 2 1713
"40_55" 4 2 2 657
"40_56" 0 0 1 2791
"40_57" 4 1 2 617
"40_58" 7 2 2 937
"40_59" 5 5 1 1016
"40_60" 2 3 1 1653
"40_61" 3 6 1 857
"40_62" 3 6 1 1017
"40_63" 1 0 2 2192
"40_64" 5 4 2 1116
"40_65" 4 2 2 1433
"40_66" 5 1 2 1134
"40_67" 6 2 2 2013
"40_68" 1 6 1 937
"40_69" 5 1 2 1095
"40_70" 7 3 2 2932
"40_71" 5 1 2 1137
"40_72" 5 4 2 1634
"40_73" 7 2 2 857
"40_74" 5 0 2 1151
"40_75" 4 3 1 995
"40_76" 10 6 2 976
"40_77" 2 6 1 897
"40_78" 5 2 2 1176
"40_79" 2 5 1 717
"40_80" 5 8 1 1493
"40_81" 5 9 1 1235
"40_82" 7 2 2 1215
"40_83" 1 6 2 1153
"40_84" 5 7 1 818
"40_85" 6 5 2 938
"40_86" 1 4 1 2053
"40_87" 1 2 2 956
"40_88" 2 6 1 1116
"40_89" 1 2 1 2173
"40_90" 3 0 2 1413
"40_91" 3 0 2 1334
"40_92" 4 2 2 1493
"40_93" 5 6 2 837
"40_94" 8 8 2 2015
"40_95" 1 2 2 1693
"40_96" 5 2 2 1395
"40_97" 2 2 1 1334
"40_98" 3 6 2 2051
"40_99" 4 9 1 1116
"40_100" 9 6 2 1297
"41_1" 2 7 1 912
"41_2" 5 2 2 997
"41_3" 4 5 2 2192
"41_4" 3 2 1 1615
"41_5" 9 4 2 739
"41_6" 5 3 2 1773
"41_7" 8 4 2 1156
"41_8" 5 3 2 1972
"41_9" 0 0 1 1434
"41_10" 6 2 2 3069
"41_11" 4 7 1 1016
"41_12" 2 5 1 1715
"41_13" 5 5 1 2411
"41_14" 7 5 2 1036
"41_15" 7 8 1 1294
"41_16" 5 6 2 2052
"41_17" 0 3 1 1236
"41_18" 4 3 2 1733
"41_19" 7 5 1 2052
"41_20" 4 3 2 934
"41_21" 3 0 2 897
"41_22" 0 4 1 856
"41_23" 4 9 1 1077
"41_24" 4 9 1 4742
"41_25" 5 2 1 3807
"41_26" 4 1 2 2312
"41_27" 4 0 1 1776
"41_28" 3 1 2 2152
"41_29" 4 2 2 1374
"41_30" 4 0 2 936
"41_31" 5 8 1 1255
"41_32" 8 4 2 3288
"41_33" 2 2 2 2692
"41_34" 2 7 1 936
"41_35" 2 4 2 4765
"41_36" 4 3 2 6836
"41_37" 2 0 1 680
"41_38" 5 0 2 896
"41_39" 0 4 1 756
"41_40" 0 2 1 914
"41_41" 3 0 2 1392
"41_42" 2 3 2 7688
"41_43" 9 7 1 5105
"41_44" 7 4 2 3687
"41_45" 2 0 2 1177
"41_46" 8 5 1 4346
"41_47" 5 4 1 1434
"41_48" 0 3 1 836
"41_49" 3 5 1 1057
"41_50" 8 5 2 1876
"41_51" 3 0 2 776
"41_52" 1 5 1 1151
"41_53" 2 0 2 856
"41_54" 2 7 2 4597
"41_55" 5 3 2 697
"41_56" 4 4 1 1011
"41_57" 9 4 2 1713
"41_58" 4 5 1 3451
"41_59" 4 2 2 2929
"41_60" 5 1 2 1176
"41_61" 2 6 1 2055
"41_62" 5 1 2 952
"41_63" 5 5 1 889
"41_64" 6 3 2 717
"41_65" 3 7 1 760
"41_66" 5 4 2 6416
"41_67" 2 7 1 1020
"41_68" 3 1 2 973
"41_69" 2 5 1 1017
"41_70" 3 4 1 618
"41_71" 0 2 1 651
"41_72" 6 5 2 1228
"41_73" 5 2 2 797
"41_74" 4 4 1 1473
"41_75" 6 5 2 2213
"41_76" 5 9 1 1038
"41_77" 5 1 2 3342
"41_78" 0 5 1 873
"41_79" 3 4 1 895
"41_80" 0 0 1 677
"41_81" 0 2 2 833
"41_82" 0 0 1 2333
"41_83" 1 2 1 2750
"41_84" 0 1 2 832
"41_85" 5 3 2 1195
"41_86" 2 3 2 1531
"41_87" 1 2 2 756
"41_88" 7 3 2 1016
"41_89" 4 0 2 1973
"41_90" 9 4 2 697
"41_91" 2 0 2 2169
"41_92" 3 2 2 1357
"41_93" 3 2 2 1155
"41_94" 2 2 1 637
"41_95" 0 2 2 760
"41_96" 5 4 2 917
"41_97" 2 3 1 1895
"41_98" 4 4 1 778
"41_99" 3 5 1 3922
"41_100" 3 5 1 875
"42_1" 1 0 1 677
"42_2" 5 7 2 655
"42_3" 0 0 1 1076
"42_4" 4 1 2 2194
"42_5" 1 1 1 1757
"42_6" 4 1 2 1437
"42_7" 1 1 2 1632
"42_8" 3 1 2 1353
"42_9" 5 4 2 758
"42_10" 5 9 1 1036
"42_11" 3 0 1 1535
"42_12" 1 0 1 1296
"42_13" 1 1 2 1174
"42_14" 4 3 2 616
"42_15" 4 0 2 617
"42_16" 1 5 1 895
"42_17" 5 9 1 538
"42_18" 4 1 2 758
"42_19" 4 0 2 462
"42_20" 1 2 1 893
"42_21" 3 5 1 618
"42_22" 0 1 2 336
"42_23" 3 0 2 579
"42_24" 0 5 1 358
"42_25" 1 4 1 441
"42_26" 9 4 2 537
"42_27" 7 4 2 396
"42_28" 2 1 2 535
"42_29" 3 0 2 498
"42_30" 3 6 2 618
"42_31" 5 3 2 437
"42_32" 4 2 1 518
"42_33" 1 4 1 856
"42_34" 7 8 2 516
"42_35" 2 4 2 856
"42_36" 5 3 2 754
"42_37" 0 0 2 837
"42_38" 4 0 2 498
"42_39" 8 3 2 516
"42_40" 5 6 2 500
"42_41" 0 0 2 615
"42_42" 0 3 1 817
"42_43" 1 5 1 418
"42_44" 0 3 1 517
"42_45" 0 1 2 720
"42_46" 2 1 2 598
"42_47" 4 7 2 977
"42_48" 0 3 1 1146
"42_49" 1 0 2 796
"42_50" 6 2 2 459
"42_51" 1 2 2 937
"42_52" 1 1 1 559
"42_53" 1 3 1 439
"42_54" 1 4 1 812
"42_55" 0 4 2 657
"42_56" 7 4 1 295
"42_57" 3 1 2 437
"42_58" 6 10 2 397
"42_59" 7 2 2 777
"42_60" 1 3 1 301
"42_61" 3 4 1 709
"42_62" 4 4 1 914
"42_63" 4 5 1 679
"42_64" 1 3 1 459
"42_65" 2 3 1 349
"42_66" 4 3 1 754
"42_67" 1 3 1 1039
"42_68" 9 8 2 459
"42_69" 0 5 1 438
"42_70" 1 1 2 615
"42_71" 3 1 2 537
"42_72" 0 4 1 656
"42_73" 2 1 1 818
"42_74" 0 2 2 362
"42_75" 1 0 2 736
"42_76" 9 7 2 339
"42_77" 3 0 2 557
"42_78" 1 0 1 696
"42_79" 0 0 2 1217
"42_80" 7 3 2 636
"42_81" 3 0 2 916
"42_82" 6 1 2 460
"42_83" 0 1 2 955
"42_84" 0 1 2 538
"42_85" 0 3 1 935
"42_86" 3 0 2 618
"42_87" 6 3 1 590
"42_88" 3 0 2 475
"42_89" 4 9 2 413
"42_90" 5 1 2 496
"42_91" 0 1 2 939
"42_92" 3 3 2 693
"42_93" 5 1 2 477
"42_94" 1 3 2 737
"42_95" 4 1 2 809
"42_96" 3 2 1 974
"42_97" 0 0 2 875
"42_98" 5 2 2 901
"42_99" 0 5 1 397
"42_100" 5 1 2 479
"44_1" 4 1 1 1617
"44_2" 3 5 2 1175
"44_3" 2 4 1 1777
"44_4" 2 5 2 1852
"44_5" 2 3 2 1694
"44_6" 3 2 1 2094
"44_7" 6 4 2 2055
"44_8" 4 3 2 1652
"44_9" 5 2 1 2049
"44_10" 3 5 2 1931
"44_11" 5 2 2 1493
"44_12" 6 1 2 3967
"44_13" 2 6 1 1815
"44_14" 4 3 2 2349
"44_15" 4 5 2 3067
"44_16" 6 3 2 1152
"44_17" 4 2 1 4401
"44_18" 0 2 1 7308
"44_19" 4 4 1 3604
"44_20" 6 2 2 2591
"44_21" 2 2 2 3325
"44_22" 4 3 1 1735
"44_23" 4 4 2 3204
"44_24" 3 3 2 4720
"44_25" 3 2 1 1977
"44_26" 3 6 1 2908
"44_27" 3 6 1 1156
"44_28" 4 2 2 1432
"44_29" 3 6 2 1929
"44_30" 2 5 2 2073
"44_31" 4 5 2 1556
"44_32" 5 4 1 1293
"44_33" 3 2 2 2172
"44_34" 4 5 2 3844
"44_35" 5 5 2 1512
"44_36" 2 4 2 1355
"44_37" 5 6 1 2415
"44_38" 2 1 2 6939
"44_39" 2 3 1 4674
"44_40" 3 4 1 1675
"44_41" 2 3 1 1131
"44_42" 2 5 2 1312
"44_43" 2 1 2 4123
"44_44" 2 2 2 1036
"44_45" 3 3 1 975
"44_46" 2 0 2 1596
"44_47" 3 3 1 1179
"44_48" 3 3 1 2169
"44_49" 5 3 1 1035
"44_50" 5 3 1 1968
"44_51" 5 3 1 1158
"44_52" 3 5 2 1537
"44_53" 4 6 1 1135
"44_54" 1 4 1 1720
"44_55" 4 2 2 1556
"44_56" 2 6 1 1986
"44_57" 3 2 2 1314
"44_58" 5 2 1 1908
"44_59" 0 3 1 917
"44_60" 2 3 1 1093
"44_61" 2 3 2 4376
"44_62" 3 0 2 1234
"44_63" 3 2 1 1202
"44_64" 3 3 2 1494
"44_65" 5 2 1 1317
"44_66" 3 1 2 1433
"44_67" 5 3 1 1277
"44_68" 4 3 2 1572
"44_69" 0 0 1 1693
"44_70" 5 2 2 1554
"44_71" 3 5 1 2004
"44_72" 2 3 2 1732
"44_73" 1 2 1 1690
"44_74" 2 2 2 4041
"44_75" 3 3 2 4485
"44_76" 2 3 1 1392
"44_77" 1 6 1 1037
"44_78" 2 4 1 1475
"44_79" 2 0 2 1290
"44_80" 2 3 2 1669
"44_81" 1 3 1 1896
"44_82" 5 0 2 1114
"44_83" 2 0 1 1176
"44_84" 4 2 1 1374
"44_85" 3 4 2 1155
"44_86" 4 5 2 3009
"44_87" 3 3 2 1015
"44_88" 4 2 2 2313
"44_89" 3 2 2 3329
"44_90" 3 2 2 1520
"44_91" 0 3 1 2009
"44_92" 0 5 2 2747
"44_93" 5 4 1 2530
"44_94" 1 3 2 1530
"44_95" 5 1 2 1336
"44_96" 3 4 1 1653
"44_97" 3 2 2 1509
"44_98" 4 5 2 2070
"44_99" 3 1 2 1752
"44_100" 2 5 2 2848
"45_1" 4 2 2 2393
"45_2" 3 2 2 2973
"45_3" 3 0 2 2372
"45_4" 0 3 1 2691
"45_5" 4 3 2 2410
"45_6" 4 2 2 238
"45_7" 4 5 1 5007
"45_8" 3 5 2 3668
"45_9" 3 1 2 1832
"45_10" 1 2 1 5168
"45_11" 0 4 1 1395
"45_12" 0 4 1 2910
"45_13" 4 5 1 1335
"45_14" 5 5 1 4563
"45_15" 4 5 1 14313
"45_16" 2 5 1 1932
"45_17" 0 4 1 1774
"45_18" 4 8 1 2750
"45_19" 5 8 2 3587
"45_20" 5 5 1 1196
"45_21" 2 1 2 6182
"45_22" 2 1 2 8711
"45_23" 5 1 2 2629
"45_24" 2 7 1 1334
"45_25" 3 2 2 1713
"45_26" 4 5 1 4167
"45_27" 1 6 1 1298
"45_28" 5 3 1 5437
"45_29" 3 5 1 6259
"45_30" 4 4 1 1934
"45_31" 2 4 2 3416
"45_32" 8 6 1 1934
"45_33" 3 0 2 2173
"45_34" 3 3 1 697
"45_35" 5 3 1 7691
"45_36" 2 3 1 2691
"45_37" 2 4 1 1455
"45_38" 3 2 1 2835
"45_39" 7 4 2 1413
"45_40" 1 3 1 3487
"45_41" 2 3 1 4661
"45_42" 5 1 2 1155
"45_43" 3 5 1 8772
"45_44" 2 4 1 936
"45_45" 1 4 1 2251
"45_46" 6 5 2 1214
"45_47" 2 4 1 1274
"45_48" 2 4 1 2213
"45_49" 2 0 2 3405
"45_50" 3 4 1 1176
"45_51" 4 4 2 10682
"45_52" 1 4 2 3644
"45_53" 1 2 2 13531
"45_54" 2 4 1 3667
"45_55" 1 4 2 4862
"45_56" 2 4 2 3946
"45_57" 3 3 1 2316
"45_58" 4 7 1 677
"45_59" 3 1 1 1076
"45_60" 2 4 1 676
"45_61" 4 1 2 1416
"45_62" 4 1 2 1634
"45_63" 5 6 1 1056
"45_64" 0 2 1 1875
"45_65" 3 1 2 1395
"45_66" 4 5 2 1040
"45_67" 4 3 2 1236
"45_68" 4 7 1 995
"45_69" 1 5 1 877
"45_70" 3 3 2 2551
"45_71" 4 2 2 3009
"45_72" 2 2 1 1852
"45_73" 0 5 1 736
"45_74" 1 0 2 1693
"45_75" 8 3 2 1673
"45_76" 0 2 1 2890
"45_77" 5 10 1 2370
"45_78" 1 0 2 1234
"45_79" 3 5 1 4890
"45_80" 3 4 2 4783
"45_81" 2 7 1 1116
"45_82" 6 2 2 1694
"45_83" 10 5 2 1778
"45_84" 3 4 1 2233
"45_85" 2 2 2 2513
"45_86" 1 5 1 1036
"45_87" 7 3 2 1015
"45_88" 4 3 1 743
"45_89" 0 1 1 4841
"45_90" 2 3 1 1596
"45_91" 5 2 2 3566
"45_92" 3 4 2 8891
"45_93" 4 6 1 1216
"45_94" 5 0 2 976
"45_95" 2 2 1 1902
"45_96" 4 0 2 977
"45_97" 0 2 2 3487
"45_98" 5 8 1 1754
"45_99" 8 5 1 1913
"45_100" 0 2 1 1056
"46_1" 7 5 2 1212
"46_2" 2 7 1 540
"46_3" 2 0 1 1922
"46_4" 7 5 2 833
"46_5" 0 3 1 1140
"46_6" 5 5 2 1556
"46_7" 0 1 1 2489
"46_8" 0 1 1 3710
"46_9" 3 7 1 2506
"46_10" 0 0 2 1710
"46_11" 7 7 2 4086
"46_12" 7 2 2 1011
"46_13" 3 2 2 4105
"46_14" 1 3 1 1255
"46_15" 3 0 2 1195
"46_16" 1 1 2 2085
"46_17" 5 0 2 1633
"46_18" 5 0 2 2501
"46_19" 2 3 1 2088
"46_20" 1 1 2 1811
"46_21" 3 5 1 1008
"46_22" 5 7 1 2450
"46_23" 0 5 1 1892
"46_24" 3 5 1 2036
"46_25" 3 2 2 3863
"46_26" 5 5 2 3682
"46_27" 1 5 1 972
"46_28" 5 5 1 2336
"46_29" 3 5 1 5043
"46_30" 5 3 2 3606
"46_31" 5 0 2 3846
"46_32" 3 1 2 4219
"46_33" 5 5 2 4937
"46_34" 0 0 2 2172
"46_35" 1 0 2 1951
"46_36" 7 5 2 1848
"46_37" 3 1 2 5441
"46_38" 5 1 2 1174
"46_39" 2 2 1 3105
"46_40" 5 7 1 931
"46_41" 5 2 2 1057
"46_42" 1 5 1 1200
"46_43" 5 5 1 2111
"46_44" 5 5 1 1812
"46_45" 0 0 1 4107
"46_46" 1 2 2 2795
"46_47" 7 5 2 1514
"46_48" 7 2 2 875
"46_49" 0 2 2 2212
"46_50" 1 0 2 1785
"46_51" 0 0 1 4250
