"id" "v1" "v2" "decision" "rt"
"22_70" 0 5 1 2108
"22_71" 8 6 2 1198
"22_72" 5 4 1 2086
"22_73" 4 7 1 615
"22_74" 7 6 2 3326
"22_75" 4 3 1 2323
"22_76" 6 5 1 857
"22_77" 4 0 1 3146
"22_78" 7 8 1 737
"22_79" 6 6 1 2889
"22_80" 8 8 2 2277
"22_81" 8 7 1 2632
"22_82" 6 1 2 2013
"22_83" 7 8 1 1296
"22_84" 4 7 1 1128
"22_85" 3 8 1 1769
"22_86" 7 8 2 3794
"22_87" 6 8 1 837
"22_88" 0 0 2 1276
"22_89" 3 4 1 857
"22_90" 4 6 1 1712
"22_91" 7 7 2 3046
"22_92" 2 7 1 1098
"22_93" 4 3 2 1297
"22_94" 3 4 2 3169
"22_95" 6 3 1 2038
"22_96" 8 3 2 912
"22_97" 5 7 1 1848
"22_98" 6 5 1 656
"22_99" 7 4 2 1036
"22_100" 6 5 2 794
"23_1" 6 4 2 5711
"23_2" 4 5 2 12112
"23_3" 0 0 1 2524
"23_4" 4 3 2 2529
"23_5" 3 3 2 1607
"23_7" 3 6 1 3188
"23_8" 5 1 2 1695
"23_9" 6 5 2 7441
"23_10" 1 3 1 2469
"23_11" 5 5 2 2092
"23_12" 3 5 2 1713
"23_13" 0 3 1 1354
"23_14" 4 5 1 1272
"23_15" 4 7 1 2151
"23_16" 5 4 2 1117
"23_17" 7 8 1 2290
"23_18" 1 4 1 1733
"23_19" 1 4 1 1015
"23_20" 2 1 2 1797
"23_21" 2 3 2 2191
"23_22" 8 3 2 797
"23_23" 6 3 2 1953
"23_24" 3 5 1 1014
"23_25" 5 5 2 2420
"23_26" 1 2 1 3247
"23_27" 8 5 2 1434
"23_28" 2 6 1 1255
"23_29" 5 3 2 2253
"23_30" 0 2 1 2135
"23_31" 4 5 1 855
"23_32" 6 1 2 1297
"23_33" 5 5 2 2074
"23_34" 8 5 2 1136
"23_35" 5 2 2 2388
"23_36" 4 6 2 3523
"23_37" 8 5 2 1263
"23_38" 0 1 2 1715
"23_39" 4 3 2 1036
"23_40" 5 3 1 4760
"23_41" 3 8 1 859
"23_42" 1 4 1 1194
"23_43" 1 3 2 1496
"23_44" 0 3 1 1835
"23_45" 5 5 1 1796
"23_46" 7 3 2 796
"23_47" 4 5 1 1435
"23_48" 1 5 1 736
"23_49" 6 6 2 11877
"23_50" 2 2 1 877
"23_51" 4 2 1 1039
"23_52" 8 7 2 934
"23_53" 4 5 1 995
"23_54" 1 3 1 1556
"23_55" 5 5 2 1537
"23_56" 2 2 2 856
"23_57" 3 1 2 2351
"23_58" 1 0 2 2010
"23_59" 6 1 2 916
"23_60" 0 2 1 995
"23_61" 3 3 1 2134
"23_62" 6 1 2 1605
"23_63" 1 5 1 1036
"23_64" 5 5 1 2271
"23_65" 1 4 1 3791
"23_66" 3 4 1 2053
"23_67" 5 6 1 2588
"23_68" 2 0 2 1278
"23_69" 8 3 2 916
"23_70" 5 7 1 758
"23_71" 5 3 2 875
"23_72" 3 0 2 1137
"23_73" 3 1 2 2051
"23_74" 5 7 1 1555
"23_75" 3 5 2 2093
"23_76" 3 3 2 1411
"23_77" 2 3 1 1754
"23_78" 3 4 2 2404
"23_79" 4 3 2 935
"23_80" 5 1 2 999
"23_81" 2 0 2 2431
"23_82" 6 5 1 7736
"23_83" 3 5 1 596
"23_84" 0 1 2 1017
"23_85" 5 3 2 1933
"23_86" 6 3 2 1100
"23_87" 1 2 1 1754
"23_88" 7 3 2 1432
"23_89" 3 1 2 1214
"23_90" 4 1 2 2864
"23_91" 2 1 1 1204
"23_92" 3 2 1 2606
"23_93" 5 3 2 1056
"23_94" 1 1 2 800
"23_95" 8 4 2 1376
"23_96" 4 4 1 2013
"23_97" 8 8 2 2233
"23_98" 4 5 1 2136
"23_99" 4 5 1 2036
"23_100" 3 6 1 2150
"25_1" 4 2 2 9632
"25_2" 1 4 1 1057
"25_3" 5 6 2 1177
"25_4" 4 6 1 2528
"25_5" 8 3 2 1776
"25_6" 3 7 1 1117
"25_7" 4 3 2 1116
"25_8" 4 8 1 1494
"25_9" 4 6 1 2313
"25_10" 8 3 2 1135
"25_11" 1 0 2 1295
"25_12" 1 1 1 2467
"25_13" 3 3 1 1811
"25_15" 5 2 2 2651
"25_16" 3 6 2 11276
"25_17" 4 6 2 11267
"25_18" 6 5 2 1379
"25_19" 2 2 2 8330
"25_20" 4 2 2 2749
"25_21" 5 0 2 2923
"25_22" 1 6 1 3475
"25_23" 0 1 1 6195
"25_24" 7 3 2 6857
"25_25" 1 1 1 16390
"25_26" 7 6 2 3550
"25_27" 3 6 1 4448
"25_28" 2 1 1 3981
"25_29" 3 2 2 1695
"25_30" 5 6 2 2358
"25_31" 2 0 2 10464
"25_32" 2 1 2 1933
"25_33" 1 0 2 5488
"25_34" 2 1 2 1458
"25_35" 6 3 1 4965
"25_36" 8 5 2 1449
"25_37" 2 3 2 2605
"25_38" 8 3 2 1441
"25_39" 7 6 2 3428
"25_40" 7 8 1 17233
"25_41" 4 2 2 9145
"25_42" 3 5 1 1179
"25_43" 6 6 2 1814
"25_44" 1 4 1 1137
"25_45" 8 7 1 1477
"25_46" 2 5 1 1951
"25_47" 1 4 2 2256
"25_48" 6 5 1 2231
"25_49" 3 5 1 7275
"25_50" 4 1 1 1534
"25_51" 3 6 1 1219
"25_52" 4 0 2 986
"25_53" 7 4 2 1037
"25_54" 3 5 1 3365
"25_55" 7 4 2 638
"25_56" 3 0 2 757
"25_57" 3 8 1 1834
"25_58" 6 1 2 897
"25_59" 6 4 2 1183
"25_60" 2 3 2 1991
"25_61" 3 5 1 2054
"25_62" 4 5 1 2552
"25_63" 5 4 2 1115
"25_64" 1 3 1 1376
"25_65" 3 1 2 1730
"25_66" 6 4 2 1817
"25_67" 8 6 2 1037
"25_68" 5 3 2 1057
"25_69" 3 4 2 2704
"25_70" 5 5 1 1155
"25_71" 6 8 1 1057
"25_72" 4 5 1 1277
"25_73" 3 2 1 3035
"25_74" 5 5 2 1453
"25_75" 8 6 2 1173
"25_76" 1 0 2 1356
"25_77" 8 5 2 1975
"25_78" 8 5 2 2612
"25_79" 3 1 2 1217
"25_80" 3 0 2 575
"25_81" 1 6 1 799
"25_82" 2 5 1 1357
"25_83" 2 1 2 839
"25_84" 0 3 1 758
"25_85" 3 8 1 956
"25_86" 3 3 1 2832
"25_87" 4 0 2 698
"25_88" 4 3 2 1056
"25_89" 6 5 1 3108
"25_90" 6 5 2 1317
"25_91" 4 0 2 856
"25_92" 2 0 2 893
"25_93" 3 0 2 694
"25_94" 1 2 1 630
"25_95" 8 4 2 1892
"25_96" 4 7 1 1353
"25_97" 1 5 1 1335
"25_98" 3 3 2 2489
"25_99" 5 5 2 901
"25_100" 6 8 1 1811
"26_1" 5 0 2 817
"26_2" 1 3 1 755
"26_3" 5 2 2 1086
"26_4" 1 3 1 1492
"26_5" 2 1 2 556
"26_6" 5 4 1 1113
"26_7" 3 4 1 1414
"26_8" 6 8 1 1037
"26_9" 2 6 1 1676
"26_10" 1 1 1 2500
"26_11" 4 8 1 1054
"26_12" 8 3 2 1192
"26_14" 5 1 2 476
"26_15" 4 3 1 1934
"26_16" 2 5 2 2625
"26_17" 2 5 1 1373
"26_18" 5 1 2 879
"26_20" 3 1 2 1458
"26_22" 6 6 2 1450
"26_23" 3 1 2 5196
"26_24" 5 3 1 6631
"26_26" 5 1 2 1413
"26_27" 5 3 2 2773
"26_29" 5 3 2 1336
"26_32" 6 3 2 855
"26_33" 6 2 2 1215
"26_34" 3 5 1 1368
"26_35" 4 2 2 357
"26_36" 3 0 2 878
"26_37" 3 3 1 737
"26_38" 1 6 1 557
"26_39" 8 3 2 1173
"26_40" 0 4 1 1581
"26_41" 5 2 2 957
"26_42" 8 5 2 814
"26_43" 3 2 1 1121
"26_45" 4 6 1 737
"26_46" 2 0 1 2132
"26_47" 7 10 1 1153
"26_48" 5 8 1 916
"26_49" 2 3 1 1633
"26_51" 0 3 1 579
"26_52" 1 1 2 755
"26_53" 6 3 2 953
"26_54" 1 5 1 893
"26_55" 4 8 1 618
"26_56" 2 6 1 740
"26_57" 4 2 1 3231
"26_58" 6 3 2 856
"26_59" 5 1 2 497
"26_60" 6 3 2 714
"26_63" 5 3 2 1099
"26_65" 6 5 2 1434
"26_66" 3 2 1 2547
"26_67" 0 2 1 1732
"26_68" 2 3 2 2211
"26_69" 6 8 2 6778
"26_71" 6 5 2 1456
"26_72" 4 2 1 1212
"26_73" 1 5 1 934
"26_74" 3 5 1 975
"26_76" 0 1 1 697
"26_77" 3 8 1 580
"26_78" 3 8 1 754
"26_79" 2 1 1 1411
"26_80" 3 8 1 738
"26_81" 5 4 1 1910
"26_82" 6 5 2 997
"26_86" 1 5 1 1219
"26_89" 6 8 1 557
"26_96" 6 3 1 436
"26_97" 5 4 2 1651
"26_100" 5 0 2 814
"27_1" 2 0 2 2786
"27_2" 6 4 1 7079
"27_3" 2 0 1 8493
"27_4" 2 3 1 6993
"27_5" 2 2 2 4742
"27_6" 2 3 1 5519
"27_7" 1 4 2 3988
"27_8" 2 0 2 2413
"27_9" 1 4 1 1213
"27_10" 2 3 2 1397
"27_11" 2 4 1 1476
"27_12" 3 2 1 5143
"27_13" 4 4 2 2074
"27_14" 0 2 1 6880
"27_15" 2 4 2 3326
"27_16" 2 2 1 2870
"27_17" 0 2 1 5565
"27_18" 2 2 2 1135
"27_19" 3 1 1 5245
"27_20" 0 1 1 5023
"27_21" 2 0 2 7574
"27_22" 0 5 2 4499
"27_23" 0 0 2 3628
"27_24" 0 3 1 3647
"27_25" 2 2 2 6482
"27_26" 3 0 2 5046
"27_27" 0 2 1 5147
"27_28" 0 0 2 2298
"27_29" 2 0 2 4495
"27_30" 2 2 1 5914
"27_31" 0 0 1 4665
"27_32" 0 0 1 2338
"27_33" 1 1 2 1858
"27_34" 1 4 1 1071
"27_35" 2 0 1 2310
"27_36" 0 2 1 3316
"27_37" 2 2 1 7173
"27_38" 3 0 1 914
"27_39" 2 0 1 972
"27_40" 0 0 1 2990
"27_41" 1 2 2 2092
"27_42" 2 2 1 2411
"27_43" 2 4 1 1375
"27_44" 2 0 2 1396
"27_45" 4 6 2 2311
"27_46" 2 7 1 3116
"27_47" 2 6 1 1434
"27_48" 0 3 1 3105
"27_49" 0 1 1 1476
"27_50" 3 4 1 840
"27_51" 2 0 2 6315
"27_52" 1 4 2 1156
"27_53" 4 4 1 698
"27_54" 6 4 2 1954
"27_55" 3 2 2 1572
"27_56" 4 1 2 854
"27_57" 2 1 1 3070
"27_58" 4 4 2 695
"27_59" 3 2 1 1556
"27_60" 0 2 2 1735
"27_61" 2 0 2 2007
"27_62" 2 0 2 1434
"27_63" 0 2 2 6911
"27_64" 3 2 1 2115
"27_65" 3 2 1 1059
"27_66" 1 5 2 1138
"27_67" 4 2 2 897
"27_68" 2 0 2 3152
"27_69" 1 3 1 2373
"27_70" 0 2 2 1299
"27_71" 4 5 2 540
"27_72" 7 4 1 1567
"27_73" 4 0 1 4066
"27_74" 6 7 1 1875
"27_75" 4 2 1 1856
"27_76" 3 0 1 4282
"27_77" 0 0 1 2371
"27_78" 4 8 1 2313
"27_79" 2 4 1 1276
"27_80" 2 2 1 1432
"27_81" 0 4 1 735
"27_82" 1 6 1 1062
"27_83" 1 5 1 1852
"27_84" 4 7 2 878
"27_85" 4 2 2 978
"27_86" 4 0 1 3707
"27_87" 4 1 2 814
"27_88" 1 0 1 1056
"27_89" 4 2 1 977
"27_90" 2 6 2 1694
"27_91" 3 0 1 3394
"27_92" 0 2 2 2654
"27_93" 7 4 2 1116
"27_94" 4 4 1 598
"27_95" 3 0 2 3232
"27_96" 2 0 2 4500
"27_97" 2 1 1 956
"27_98" 2 2 2 1833
"27_99" 5 2 2 997
"27_100" 0 2 2 2911
"28_1" 2 0 2 2274
"28_2" 6 4 2 778
"28_3" 2 4 2 1887
"28_4" 4 0 2 938
"28_5" 5 10 1 1077
"28_6" 6 4 2 1076
"28_7" 6 5 2 1354
"28_8" 6 2 2 1396
"28_12" 4 4 2 1592
"28_13" 6 3 2 933
"28_14" 2 1 2 1374
"28_15" 5 4 2 1696
"28_16" 3 6 1 1017
"28_17" 2 0 2 1473
"28_18" 6 5 2 1174
"28_19" 1 3 1 1337
"28_20" 3 4 2 953
"28_21" 0 2 2 1035
"28_22" 7 4 2 878
"28_23" 0 0 1 799
"28_24" 2 4 1 1952
"28_25" 0 1 2 898
"28_26" 6 1 2 1116
"28_27" 3 5 2 1435
"28_28" 2 0 2 1839
"28_29" 1 3 1 1204
"28_30" 3 6 1 498
"28_31" 5 8 1 618
"28_32" 3 2 2 774
"28_33" 6 4 2 578
"28_34" 0 2 1 676
"28_35" 8 5 2 577
"28_36" 1 2 1 940
"28_37" 4 0 2 2078
"28_38" 1 1 1 1234
"28_39" 1 6 1 1554
"28_40" 4 0 2 1135
"28_41" 3 2 1 976
"28_42" 0 4 1 996
"28_43" 1 3 2 1375
"28_44" 4 6 1 696
"28_45" 1 6 1 1075
"28_46" 3 6 1 1054
"28_47" 0 4 1 617
"28_48" 3 0 1 279
"28_49" 10 5 2 813
"28_50" 2 1 2 774
"28_51" 6 4 2 579
"28_52" 3 0 2 760
"28_53" 1 2 1 1079
"28_54" 4 3 2 681
"28_55" 0 4 1 1613
"28_56" 7 6 2 754
"28_57" 6 4 1 1156
"28_58" 7 10 1 1098
"28_59" 1 0 2 1876
"28_60" 4 1 2 817
"28_61" 6 2 2 1435
"28_62" 10 6 2 3376
"28_63" 4 0 2 2426
"28_64" 1 4 1 1318
"28_65" 8 8 2 1016
"28_66" 7 6 2 2855
"28_67" 3 0 2 2234
"28_68" 0 1 1 956
"28_69" 5 9 1 1097
"28_70" 6 10 1 1113
"28_71" 1 2 2 1594
"28_72" 5 4 2 1334
"28_73" 1 0 1 1795
"28_74" 3 6 1 3983
"28_75" 5 0 2 877
"28_76" 5 2 2 1314
"28_77" 7 6 2 816
"28_78" 5 4 2 778
"28_79" 2 1 2 2495
"28_80" 2 2 2 1899
"28_81" 3 0 2 1074
"28_82" 7 3 2 737
"28_83" 2 0 2 1014
"28_84" 7 10 1 2814
"28_85" 0 5 1 917
"28_86" 2 0 2 699
"28_87" 7 10 1 1277
"28_88" 7 2 2 1017
"28_89" 2 1 2 2389
"28_90" 1 0 1 837
"28_91" 4 3 2 1096
"28_92" 6 5 2 754
"28_93" 1 0 2 936
"28_94" 4 1 2 1156
"28_95" 1 1 1 917
"28_96" 10 10 1 3950
"28_97" 1 4 1 1136
"28_98" 3 1 2 1673
"28_99" 10 6 2 1495
"28_100" 0 0 1 1078
"29_1" 5 8 1 7293
"29_2" 3 6 1 1335
"29_3" 5 9 2 4521
"29_4" 8 5 2 8094
"29_5" 2 4 1 8370
"29_6" 8 9 2 5779
"29_7" 9 9 1 2372
"29_8" 4 9 1 1634
"29_9" 3 5 1 11522
"29_10" 2 5 1 4446
"29_11" 2 3 1 6796
"29_12" 4 4 1 3304
"29_13" 3 0 2 9089
"29_14" 5 4 2 1415
"29_15" 0 4 1 1413
"29_16" 6 8 2 4684
"29_17" 2 3 2 7539
"29_18" 6 9 1 3329
"29_19" 7 4 2 2277
"29_20" 4 3 2 15666
"29_21" 2 3 2 5641
"29_22" 7 5 2 1714
"29_23" 3 2 2 5840
"29_24" 5 2 2 1936
"29_25" 5 4 2 5830
"29_26" 10 6 2 4547
"29_27" 2 3 1 8152
"29_28" 4 5 1 3747
"29_29" 5 3 2 2215
"29_30" 0 4 1 4166
"29_31" 5 2 2 2395
"29_32" 10 6 2 1948
"29_33" 2 3 1 12156
"29_34" 4 3 2 2150
"29_35" 6 3 2 1835
"29_36" 10 7 2 2572
"29_37" 5 3 2 2531
"29_38" 2 4 1 3676
"29_39" 4 9 2 16567
"29_40" 9 5 2 1515
"29_41" 3 0 2 2330
"29_42" 6 2 2 2691
"29_43" 0 2 2 3874
"29_44" 5 4 2 1754
"29_45" 2 2 1 3189
"29_46" 3 3 2 8111
"29_47" 5 5 2 11979
"29_48" 0 5 1 1913
"29_49" 2 5 1 1414
"29_50" 4 3 2 1972
"29_51" 9 9 2 1475
"29_52" 2 3 1 937
"29_53" 5 2 2 898
"29_54" 8 6 1 2508
"29_55" 0 5 1 1515
"29_56" 5 2 2 1116
"29_57" 4 4 1 2871
"29_58" 3 3 1 3507
"29_59" 7 6 2 2611
"29_60" 5 3 2 1773
"29_61" 9 7 2 3568
"29_62" 3 4 1 1017
"29_63" 8 7 2 2273
"29_64" 8 8 1 3787
"29_65" 0 2 2 1853
"29_66" 4 3 2 5140
"29_67" 9 4 2 1155
"29_68" 10 7 2 5062
"29_69" 6 8 1 2671
"29_70" 3 4 1 5321
"29_71" 10 8 2 1653
"29_72" 2 6 1 2073
"29_73" 2 0 2 3986
"29_74" 4 3 1 8431
"29_75" 10 7 2 4982
"29_76" 4 2 2 2112
"29_77" 0 5 1 3089
"29_78" 3 2 2 1435
"29_79" 7 3 2 1156
"29_80" 6 5 2 1377
"29_81" 5 2 2 3191
"29_82" 7 6 2 2513
"29_83" 2 7 1 3509
"29_84" 4 7 1 1774
"29_85" 2 2 2 1754
"29_86" 5 9 1 3427
"29_87" 7 9 1 1417
"29_88" 10 6 2 2471
"29_89" 7 7 2 3390
"29_90" 4 2 1 5321
"29_91" 10 9 2 2870
"29_92" 3 0 2 11518
"29_93" 9 7 2 1475
"29_94" 4 3 2 1833
"29_95" 5 0 2 1953
"29_96" 3 8 1 3406
"29_97" 9 10 2 2871
"29_98" 4 3 1 2372
"29_99" 2 2 1 4225
"29_100" 3 8 1 1275
"30_1" 7 8 2 5543
"30_2" 0 2 1 6073
"30_3" 3 2 2 4983
"30_4" 2 8 1 3806
"30_5" 2 2 2 6159
"30_6" 8 2 2 2148
"30_7" 1 4 1 5741
"30_8" 6 7 1 2970
"30_9" 1 8 1 1391
"30_10" 0 0 2 5200
"30_11" 5 2 2 1813
"30_12" 7 4 2 2253
"30_13" 3 4 1 3286
"30_14" 0 2 2 4150
"30_15" 6 0 2 1895
"30_16" 4 2 2 4588
"30_17" 1 0 1 5863
"30_18" 6 10 1 1652
"30_19" 2 3 1 2348
"30_20" 2 6 1 3829
"30_21" 3 3 2 3149
"30_22" 1 3 1 3168
"30_23" 0 7 1 1602
"30_24" 3 7 1 4784
"30_25" 2 5 1 2769
"30_26" 6 5 1 1937
"30_27" 8 3 2 1337
"30_28" 9 10 1 2871
"30_29" 9 7 2 6178
"30_30" 1 2 1 4962
"30_31" 3 2 1 4090
"30_32" 7 0 2 3386
"30_33" 1 0 2 4166
"30_34" 0 2 2 3566
"30_35" 8 3 2 1792
"30_36" 7 3 2 1870
"30_37" 2 3 1 2470
"30_38" 10 10 1 2211
"30_39" 10 10 2 3545
"30_40" 5 0 2 1693
"30_41" 0 0 1 4502
"30_42" 2 0 2 2093
"30_43" 2 0 1 3785
"30_44" 2 1 2 3649
"30_45" 3 0 2 5160
"30_46" 2 7 1 2074
"30_47" 2 7 1 3248
"30_48" 0 0 1 2214
"30_49" 3 10 1 2253
"30_50" 8 1 2 2510
"30_51" 7 1 2 1475
"30_52" 5 7 2 3688
"30_53" 2 1 1 3825
"30_54" 0 0 2 4344
"30_55" 2 8 1 2214
"30_56" 10 3 2 1614
"30_57" 7 1 2 859
"30_58" 4 0 2 1992
"30_59" 10 3 2 1198
"30_60" 3 1 2 1496
"30_61" 0 3 1 2909
"30_62" 1 0 2 577
"30_63" 0 0 2 2551
"30_64" 1 5 1 3765
"30_65" 2 2 2 2848
"30_66" 3 0 2 3389
"30_67" 3 2 2 2972
"30_68" 4 2 2 2629
"30_69" 10 7 1 2832
"30_70" 3 10 1 1854
"30_71" 3 1 1 4568
"30_72" 1 6 1 2950
"30_73" 2 0 2 2548
"30_74" 5 8 1 2492
"30_75" 4 0 2 1538
"30_76" 7 7 2 2331
"30_77" 10 7 2 2294
"30_78" 1 0 2 4703
"30_79" 3 0 2 1353
"30_80" 6 10 1 1760
"30_81" 8 6 2 4724
"30_82" 9 6 2 1596
"30_83" 8 7 1 4286
"30_84" 0 2 2 934
"30_85" 2 0 1 2349
"30_86" 8 7 1 2415
"30_87" 10 7 1 956
"30_88" 7 0 2 1535
"30_89" 0 7 1 2922
"30_90" 7 1 2 856
"30_91" 7 6 2 1056
"30_92" 2 7 1 1156
"30_93" 0 6 1 1355
"30_94" 7 3 2 1339
"30_95" 7 3 2 1272
"30_96" 9 10 2 1281
"30_97" 9 7 2 1613
"30_98" 0 3 1 1335
"30_99" 1 2 2 361
"30_100" 7 10 1 1579
"31_1" 3 5 1 3327
"31_2" 2 3 1 3183
"31_3" 1 2 1 1257
"31_4" 2 1 2 1713
"31_5" 4 1 2 2070
"31_6" 4 0 2 857
"31_7" 6 3 2 957
"31_8" 1 4 1 1037
"31_9" 1 5 1 1355
"31_10" 2 1 2 12278
"31_11" 1 2 1 1636
"31_12" 0 0 1 3290
"31_13" 5 2 2 1614
"31_14" 1 2 1 977
"31_15" 5 1 2 2671
"31_16" 0 2 1 3330
"31_17" 1 2 2 5342
"31_18" 4 5 2 3011
"31_19" 3 1 2 893
"31_20" 5 0 2 937
"31_21" 1 6 1 976
"31_22" 0 5 1 816
"31_23" 5 1 2 1413
"31_24" 3 3 1 5700
"31_25" 2 3 1 1675
"31_26" 0 4 1 2622
"31_27" 0 3 1 1654
"31_28" 1 2 2 2990
"31_29" 6 2 2 914
"31_30" 4 6 1 698
"31_31" 2 3 1 6436
"31_32" 2 2 2 13219
"31_33" 3 4 2 1295
"31_34" 4 2 2 957
"31_35" 2 4 1 938
"31_36" 1 1 2 6958
"31_37" 6 2 2 956
"31_38" 2 2 1 2913
"31_39" 4 1 2 1492
"31_40" 4 6 1 1255
"31_41" 4 7 1 1663
"31_42" 6 2 2 900
"31_43" 2 0 2 2791
"31_44" 5 2 1 2355
"31_45" 2 2 1 1591
"31_46" 3 4 1 1296
"31_47" 0 4 1 2134
"31_48" 1 1 1 3427
"31_49" 2 2 1 2611
"31_50" 2 5 1 1016
"31_51" 4 1 2 1892
"31_52" 4 3 2 2332
"31_53" 1 4 1 1757
"31_54" 4 1 2 820
"31_55" 3 6 1 639
"31_56" 8 4 2 1534
"31_57" 2 4 2 4603
"31_58" 0 1 1 2413
"31_59" 5 0 2 1235
"31_60" 2 0 2 3089
"31_61" 2 1 2 945
"31_62" 2 1 2 3928
"31_63" 6 3 2 458
"31_64" 3 6 2 7434
"31_65" 5 1 2 916
"31_66" 4 2 2 1019
"31_67" 1 0 2 4286
"31_68" 1 5 1 974
"31_69" 0 4 1 995
"31_70" 2 0 2 2512
"31_71" 1 3 1 1953
"31_72" 6 2 2 1217
"31_73" 2 3 1 2254
"31_74" 5 4 2 6415
"31_75" 3 0 2 859
"31_76" 2 1 1 1275
"31_77" 0 1 1 1356
"31_78" 0 4 1 1496
"31_79" 1 0 2 12821
"31_80" 3 0 2 1295
"31_81" 6 3 2 542
"31_82" 1 5 1 857
"31_84" 7 8 1 21477
"31_85" 2 2 2 1057
"31_86" 4 1 2 647
"31_87" 1 5 1 4519
"31_88" 5 5 1 5840
"31_89" 5 4 2 3311
"31_90" 2 6 1 895
"31_91" 0 5 1 1156
"31_92" 1 0 1 6860
"31_93" 4 2 1 3587
"31_94" 6 2 2 1196
"31_95" 1 3 1 1295
"31_96" 2 3 1 1375
"31_97" 6 3 1 7938
"31_98" 2 2 1 6954
"31_99" 0 5 1 701
"31_100" 1 0 1 3948
"32_2" 0 0 1 1296
"32_3" 2 0 2 10563
"32_4" 6 2 2 3272
"32_5" 3 3 2 5415
"32_6" 0 6 1 1677
"32_7" 6 2 2 1932
"32_8" 9 2 2 897
"32_9" 0 6 1 1695
"32_10" 0 0 1 2488
"32_11" 0 7 1 1815
"32_12" 3 0 2 2452
"32_13" 4 9 1 1494
"32_14" 6 7 2 2253
"32_15" 2 9 1 1195
"32_16" 6 1 2 1656
"32_17" 4 6 2 2752
"32_18" 2 4 2 3407
"32_19" 0 1 1 1993
"32_20" 0 0 2 1775
"32_21" 2 8 1 341
"32_22" 9 2 2 641
"32_23" 2 9 1 499
"32_24" 2 4 1 1917
"32_25" 6 0 2 2371
"32_26" 0 3 1 1754
"32_27" 0 6 1 3730
"32_28" 0 0 2 3830
"32_29" 6 2 2 2295
"32_30" 8 7 2 2252
"32_31" 0 3 1 2076
"32_32" 4 6 1 2033
"32_33" 1 7 1 897
"32_34" 4 2 1 1676
"32_35" 6 7 1 997
"32_36" 7 4 2 1098
"32_37" 3 8 1 761
"32_38" 3 3 2 3328
"32_39" 8 7 2 1992
"32_40" 1 6 1 1275
"32_41" 0 4 1 1656
"32_42" 3 0 2 2174
"32_43" 0 0 1 2550
"32_44" 0 0 2 2551
"32_45" 2 4 1 1131
"32_46" 8 8 1 1595
"32_47" 9 8 1 1136
"32_48" 0 2 2 2632
"32_49" 4 8 1 1695
"32_50" 3 0 2 2631
"32_51" 2 2 1 2472
"32_52" 0 1 1 1278
"32_53" 7 2 2 2294
"32_54" 0 7 1 1233
"32_55" 6 1 2 2150
"32_56" 3 3 1 4782
"32_57" 8 8 2 738
"32_58" 1 0 2 1396
"32_59" 6 3 2 2371
"32_60" 6 1 2 1476
"32_61" 0 3 1 2170
"32_62" 6 1 1 6777
"32_63" 2 2 2 937
"32_64" 2 0 2 2629
"32_65" 4 9 1 637
"32_66" 0 2 1 1794
"32_67" 2 3 1 2751
"32_68" 2 2 1 3369
"32_69" 0 0 2 3446
"32_70" 9 7 2 1735
"32_71" 9 2 2 1155
"32_72" 6 1 2 1696
"32_73" 2 6 1 1076
"32_74" 4 2 2 2551
"32_75" 0 1 2 3602
"32_76" 1 0 2 2293
"32_77" 7 0 2 1058
"32_78" 0 6 1 1754
"32_79" 0 4 1 976
"32_80" 0 6 2 5041
"32_81" 1 0 2 939
"32_82" 3 1 2 936
"32_83" 0 7 1 1176
"32_84" 2 9 1 558
"32_85" 6 0 2 1912
"32_86" 0 2 1 1555
"32_87" 0 2 2 2353
"32_88" 8 8 2 657
"32_89" 2 1 1 4464
"32_90" 6 9 1 3111
"32_91" 7 0 2 618
"32_92" 3 2 1 1894
"32_93" 2 2 1 498
"32_94" 8 6 1 3229
"32_95" 0 1 1 639
"32_96" 3 2 1 1415
"32_97" 0 4 1 1217
"32_98" 3 8 1 658
"32_99" 0 7 1 1575
"32_100" 0 1 1 997
"33_34" 7 9 1 484
"33_42" 3 9 1 573
"33_54" 8 3 2 2191
"33_55" 10 3 2 518
"33_56" 10 4 2 1683
"33_57" 4 8 1 921
"33_58" 10 5 2 678
"33_59" 7 1 2 1037
"33_60" 0 5 1 1831
"33_61" 5 8 1 5183
"33_62" 6 8 2 1069
"33_63" 6 10 1 556
"33_64" 10 7 2 1835
"33_65" 7 6 2 989
"33_66" 3 7 1 817
"33_67" 6 9 1 1532
"33_68" 5 7 2 600
"33_69" 0 0 1 3024
"33_70" 7 10 1 558
"33_71" 7 8 2 1075
"33_72" 5 3 2 738
"33_73" 10 9 2 1256
"33_74" 2 3 1 2160
"33_75" 3 1 2 780
"33_76" 10 7 2 499
"33_77" 7 5 2 804
"33_78" 6 8 2 898
"33_79" 9 4 2 478
"33_80" 7 2 2 753
"33_81" 3 5 2 479
"33_82" 7 7 2 618
"33_83" 9 7 1 1600
"33_84" 6 10 1 266
"33_85" 1 2 1 638
"33_86" 7 9 2 858
"33_87" 0 4 1 617
"33_88" 9 10 1 859
"33_89" 10 10 1 1201
"33_90" 10 8 2 603
"33_91" 5 5 2 1511
"33_92" 3 7 2 1437
"33_93" 10 6 2 1613
"33_94" 0 5 1 1148
"33_95" 10 3 2 607
"33_96" 8 6 1 841
"33_97" 6 9 1 681
"33_98" 5 4 2 957
"33_99" 10 8 1 858
"33_100" 5 10 1 397
